,postcode,gemiddelde_woz_waarde_woning,gemeente,geometry
239891,5036,274,Tilburg,
240003,5037,200,Tilburg,
240250,5038,161,Tilburg,
240554,5041,162,Tilburg,
240712,5042,136,Tilburg,
241012,5043,176,Tilburg,
241222,5044,150,Tilburg,
241436,5045,226,Tilburg,
241724,5046,151,Tilburg,
241976,5047,415,Tilburg,
242023,5048,232,Tilburg,
242056,5049,148,Tilburg,
242205,5051,246,Goirle,
242571,5052,224,Goirle,
242656,5053,289,Goirle,
242680,5053,289,Oisterwijk,
242693,5056,306,Tilburg,
242969,5057,242,Tilburg,
242981,5059,496,Oisterwijk,
242996,5061,235,Oisterwijk,
243325,5062,487,Oisterwijk,
243506,5063,254,Oisterwijk,
243544,5066,316,Oisterwijk,
243716,5071,294,Tilburg,
243902,5074,320,Haaren,
243940,5076,313,Haaren,
244117,5081,280,Hilvarenbeek,
244367,5084,319,Hilvarenbeek,
244400,5085,291,Hilvarenbeek,
244443,5087,299,Hilvarenbeek,
244553,5089,330,Hilvarenbeek,
244586,5091,320,Oirschot,
244756,5094,299,Reusel-De Mierden,
244822,5095,288,Reusel-De Mierden,
244883,5096,295,Reusel-De Mierden,
244910,5101,189,Dongen,
245018,5102,203,Dongen,
245155,5103,244,Dongen,
245319,5104,210,Dongen,
245462,5105,352,Dongen,
245477,5106,326,Dongen,
245508,5107,495,Dongen,
245530,5109,267,Dongen,
245554,5109,267,Baarle-Nassau,
245586,5111,252,Baarle-Nassau,
245751,5113,277,Baarle-Nassau,
245790,5114,334,Baarle-Nassau,
245799,5121,211,Gilze en Rijen,
246095,5122,232,Gilze en Rijen,
246179,5124,339,Gilze en Rijen,
246217,5125,383,Gilze en Rijen,
246231,5126,242,Gilze en Rijen,
246441,5131,276,Alphen-Chaam,
246463,5131,276,Goirle,
246578,5133,312,Goirle,
246668,5141,213,Waalwijk,
246832,5142,175,Waalwijk,
247036,5143,233,Waalwijk,
247152,5144,210,Waalwijk,
247380,5145,295,Waalwijk,
247426,5146,234,Waalwijk,
247485,5151,248,Heusden,
247817,5152,248,Heusden,
247982,5154,321,Heusden,
248028,5161,231,Waalwijk,
248260,5165,237,Waalwijk,
248302,5165,237,Geertruidenberg,
248408,5171,234,Loon op Zand,
248737,5172,234,Loon op Zand,
248803,5175,252,Loon op Zand,
248965,5176,372,Loon op Zand,
248979,5211,250,'s-Hertogenbosch,
249377,5212,231,'s-Hertogenbosch,
249567,5213,182,'s-Hertogenbosch,
249759,5215,183,'s-Hertogenbosch,
249909,5216,238,'s-Hertogenbosch,
250129,5221,329,'s-Hertogenbosch,
250279,5222,195,'s-Hertogenbosch,
250313,5223,185,'s-Hertogenbosch,
250599,5224,174,'s-Hertogenbosch,
250810,5231,180,'s-Hertogenbosch,
251046,5232,480,'s-Hertogenbosch,
251101,5233,194,'s-Hertogenbosch,
251284,5234,241,'s-Hertogenbosch,
251297,5235,200,'s-Hertogenbosch,
251508,5236,321,'s-Hertogenbosch,
251637,5237,259,'s-Hertogenbosch,
251852,5241,275,'s-Hertogenbosch,
252029,5242,362,'s-Hertogenbosch,
252150,5243,274,'s-Hertogenbosch,
252215,5244,261,'s-Hertogenbosch,
252277,5245,310,'s-Hertogenbosch,
252318,5246,223,'s-Hertogenbosch,
252468,5247,284,'s-Hertogenbosch,
252627,5248,422,'s-Hertogenbosch,
252671,5249,414,'s-Hertogenbosch,
252696,5251,258,Heusden,
252993,5252,234,Heusden,
253039,5253,305,Heusden,
253117,5254,342,Heusden,
253163,5256,248,Heusden,
253331,5258,292,Sint-Michielsgestel,
253600,5261,291,Vught,
253777,5262,257,Vught,
254085,5263,570,Vught,
254209,5266,430,Vught,
254237,5268,324,Haaren,
254257,5268,324,Vught,
254384,5271,289,Sint-Michielsgestel,
254680,5272,235,Sint-Michielsgestel,
254724,5275,295,Sint-Michielsgestel,
254843,5281,221,Boxtel,
255055,5282,202,Boxtel,
255221,5283,226,Boxtel,
255499,5291,327,Sint-Michielsgestel,
255543,5292,449,Sint-Michielsgestel,
255557,5293,317,Sint-Michielsgestel,
255577,5294,457,Sint-Michielsgestel,
255587,5296,296,Haaren,
255651,5298,313,Boxtel,
255779,5298,313,Sint-Oedenrode,
255815,5301,217,Zaltbommel,
256132,5302,249,Zaltbommel,
256163,5305,242,Zaltbommel,
256217,5306,225,Zaltbommel,
256303,5307,257,Zaltbommel,
256333,5308,220,Zaltbommel,
256394,5311,259,Zaltbommel,
256458,5313,259,Zaltbommel,
256476,5314,272,Zaltbommel,
256532,5315,287,Zaltbommel,
256557,5316,274,Zaltbommel,
256568,5317,266,Zaltbommel,
256607,5318,313,Zaltbommel,
256612,5321,257,Maasdriel,
256754,5324,249,Maasdriel,
256858,5325,286,Maasdriel,
256888,5327,301,Maasdriel,
256910,5328,256,Maasdriel,
256932,5328,256,Dinkelland,
256997,5331,244,Maasdriel,
257189,5333,360,Maasdriel,
257196,5334,325,Maasdriel,
257246,5335,257,Maasdriel,
257265,5341,159,Oss,
257454,5342,209,Oss,
257649,5343,196,Oss,
257789,5344,160,Oss,
257993,5345,206,Oss,
258318,5346,221,Oss,
258448,5347,272,Oss,
258497,5348,160,Oss,
258715,5349,274,Oss,
258751,5351,261,Oss,
258958,5361,180,Grave,
259202,5363,306,Grave,
259263,5364,288,Grave,
259315,5366,232,Oss,
259371,5367,250,Oss,
259399,5368,283,Oss,
259427,5371,227,Oss,
259620,5373,244,Oss,
259723,5374,285,Landerd,
259866,5374,285,Oss,
259919,5375,273,Landerd,
259979,5381,339,Maasdonk,
259998,5382,296,Maasdonk,
260027,5383,418,Maasdonk,
260034,5383,418,Bernheze,
260045,5384,263,Bernheze,
260362,5386,276,Maasdonk,
260364,5386,276,Oss,
260497,5388,270,Bernheze,
260710,5391,298,Maasdonk,
260811,5392,322,Maasdonk,
260831,5394,263,Oss,
260870,5395,350,Oss,
260878,5396,299,Oss,
260913,5397,249,Oss,
261006,5398,291,Oss,
261064,5401,185,Uden,
261252,5402,201,Uden,
261442,5403,221,Uden,
261629,5404,263,Uden,
261705,5406,315,Uden,
261845,5408,258,Uden,
261950,5409,255,Uden,
262013,5411,279,Landerd,
262179,5421,221,Gemert-Bakel,
262539,5422,243,Gemert-Bakel,
262632,5423,254,Gemert-Bakel,
262690,5424,269,Gemert-Bakel,
262729,5425,295,Gemert-Bakel,
262791,5427,256,Boekel,
262998,5428,262,Boekel,
263047,5431,174,Cuijk,
263353,5432,211,Cuijk,
263467,5433,298,Cuijk,
263484,5434,262,Cuijk,
263521,5435,287,Cuijk,
263543,5437,254,Cuijk,
263607,5438,262,Grave,
263651,5439,335,Cuijk,
263664,5441,257,Boxmeer,
263737,5443,244,Cuijk,
263821,5445,257,Sint Anthonis,
263861,5446,260,Sint Anthonis,
263964,5447,271,Boxmeer,
264011,5449,302,Sint Anthonis,
264015,5451,234,Mill en Sint Hubert,
264225,5453,270,Mill en Sint Hubert,
264320,5454,228,Mill en Sint Hubert,
264379,5455,263,Mill en Sint Hubert,
264418,5461,211,Veghel,
264550,5462,202,Veghel,
264639,5463,196,Veghel,
264804,5464,274,Veghel,
264888,5465,332,Veghel,
264945,5466,306,Veghel,
265010,5467,215,Veghel,
265181,5469,286,Veghel,
265318,5469,286,Uden,
265379,5471,340,Bernheze,
265382,5472,289,Bernheze,
265418,5473,287,Bernheze,
265634,5476,293,Bernheze,
265683,5481,267,Schijndel,
265918,5482,249,Schijndel,
266258,5491,297,Sint-Oedenrode,
266554,5492,274,Sint-Oedenrode,
266769,5501,187,Veldhoven,
266898,5502,299,Veldhoven,
267045,5503,213,Veldhoven,
267236,5504,284,Veldhoven,
267334,5504,284,Eersel,
267421,5505,223,Veldhoven,
267531,5506,257,Veldhoven,
267604,5507,409,Veldhoven,
267685,5508,265,Veldhoven,
267929,5509,296,Veldhoven,
267996,5511,351,Eersel,
268050,5512,319,Eersel,
268120,5513,299,Eersel,
268181,5521,269,Eersel,
268469,5524,285,Eersel,
268509,5525,308,Eersel,
268562,5527,264,Bladel,
268713,5528,311,Bladel,
268779,5529,315,Bladel,
268804,5531,257,Bladel,
269088,5534,312,Bladel,
269112,5541,251,Reusel-De Mierden,
269339,5551,248,Valkenswaard,
269574,5552,215,Valkenswaard,
269755,5553,344,Valkenswaard,
269804,5554,249,Valkenswaard,
270050,5555,257,Valkenswaard,
270146,5556,371,Valkenswaard,
270198,5561,349,Bergeijk,
270257,5563,281,Bergeijk,
270318,5571,269,Bergeijk,
270619,5575,269,Bergeijk,
270705,5581,311,Waalre,
270884,5582,326,Waalre,
271026,5583,276,Waalre,
271156,5591,302,Heeze-Leende,
271408,5595,339,Heeze-Leende,
271533,5611,230,Eindhoven,
271853,5612,151,Eindhoven,
272110,5613,263,Eindhoven,
272279,5614,230,Eindhoven,
272364,5615,238,Eindhoven,
272555,5616,199,Eindhoven,
272810,5617,184,Eindhoven,
272824,5621,143,Eindhoven,
272934,5622,182,Eindhoven,
273112,5623,174,Eindhoven,
273355,5624,222,Eindhoven,
273509,5625,171,Eindhoven,
273766,5626,380,Eindhoven,
273865,5627,224,Eindhoven,
274148,5628,193,Eindhoven,
274406,5629,332,Eindhoven,
274550,5631,292,Eindhoven,
274717,5632,200,Eindhoven,
275020,5633,511,Eindhoven,
275030,5641,194,Eindhoven,
275239,5642,183,Eindhoven,
275416,5643,194,Eindhoven,
275648,5644,284,Eindhoven,
275881,5645,252,Eindhoven,
275989,5646,310,Eindhoven,
276055,5647,810,Eindhoven,
276057,5651,224,Eindhoven,
276146,5652,174,Eindhoven,
276360,5653,184,Eindhoven,
276554,5654,173,Eindhoven,
276777,5655,240,Eindhoven,
276852,5655,240,Geldrop-Mierlo,
276886,5657,412,Eindhoven,
276940,5658,275,Eindhoven,
277075,5661,351,Geldrop-Mierlo,
277105,5662,233,Geldrop-Mierlo,
277191,5663,269,Geldrop-Mierlo,
277340,5664,205,Geldrop-Mierlo,
277484,5665,166,Geldrop-Mierlo,
277605,5666,214,Geldrop-Mierlo,
277695,5667,206,Geldrop-Mierlo,
277814,5671,284,"Nuenen, Gerwen en Nederwetten",
277987,5672,249,"Nuenen, Gerwen en Nederwetten",
278160,5673,303,"Nuenen, Gerwen en Nederwetten",
278303,5674,351,"Nuenen, Gerwen en Nederwetten",
278461,5681,411,Best,
278499,5682,268,Best,
278584,5683,247,Best,
278805,5684,235,Best,
279094,5685,322,Best,
279224,5688,308,Oirschot,
279564,5689,310,Oirschot,
279571,5691,309,Son en Breugel,
279892,5692,248,Son en Breugel,
279972,5694,232,Son en Breugel,
280094,5701,139,Helmond,
280451,5702,149,Helmond,
280743,5703,140,Helmond,
280891,5704,185,Helmond,
281094,5705,155,Helmond,
281182,5706,239,Helmond,
281503,5707,239,Helmond,
281794,5708,316,Helmond,
282015,5709,210,Helmond,
282249,5711,244,Someren,
282482,5712,261,Someren,
282729,5712,261,Asten,
282741,5715,304,Someren,
282820,5721,252,Asten,
283071,5721,252,Someren,
283174,5724,422,Asten,
283205,5725,315,Asten,
283285,5731,264,Geldrop-Mierlo,
283568,5735,257,Laarbeek,
283722,5737,282,Laarbeek,
283853,5738,300,Laarbeek,
283920,5741,221,Laarbeek,
284217,5751,232,Deurne,
284534,5752,333,Deurne,
284606,5753,264,Deurne,
284731,5754,244,Deurne,
284881,5756,303,Deurne,
284932,5757,260,Deurne,
285037,5758,233,Deurne,
285075,5758,233,Peel en Maas,
285113,5759,239,Deurne,
285155,5761,260,Gemert-Bakel,
285309,5763,260,Gemert-Bakel,
285377,5764,234,Gemert-Bakel,
285422,5766,248,Horst aan de Maas,
285440,5768,239,Peel en Maas,
285604,5801,198,Venray,
285899,5802,161,Venray,
286092,5803,190,Venray,
286243,5804,271,Venray,
286311,5807,236,Venray,
286379,5808,242,Venray,
286424,5809,249,Venray,
286486,5811,250,Venray,
286518,5812,285,Venray,
286539,5813,262,Venray,
286600,5814,277,Venray,
286617,5815,278,Venray,
286660,5816,277,Venray,
286669,5817,289,Venray,
286678,5821,236,Boxmeer,
286752,5823,250,Boxmeer,
286783,5824,300,Boxmeer,
286800,5825,271,Boxmeer,
286906,5826,339,Boxmeer,
286919,5827,302,Boxmeer,
286944,5831,211,Boxmeer,
287282,5835,295,Boxmeer,
287347,5836,261,Boxmeer,
287393,5841,264,Sint Anthonis,
287445,5843,273,Sint Anthonis,
287469,5844,254,Sint Anthonis,
287485,5845,248,Sint Anthonis,
287602,5846,302,Sint Anthonis,
287620,5851,211,Bergen (L.),
287683,5853,202,Bergen (L.),
287747,5854,194,Bergen (L.),
287902,5855,220,Bergen (L.),
287948,5855,220,Maasdriel,
287979,5856,228,Bergen (L.),
288018,5861,217,Venray,
288090,5862,239,Venray,
288111,5863,233,Venray,
288146,5864,234,Horst aan de Maas,
288218,5865,217,Horst aan de Maas,
288257,5866,258,Horst aan de Maas,
288309,5871,237,Horst aan de Maas,
288351,5872,244,Horst aan de Maas,
288382,5911,158,Venlo,
288556,5912,168,Venlo,
288779,5913,209,Venlo,
289006,5914,146,Venlo,
289214,5915,196,Venlo,
289384,5916,291,Venlo,
289467,5921,152,Venlo,
289653,5922,135,Venlo,
289789,5923,141,Venlo,
289849,5924,145,Venlo,
289921,5925,152,Venlo,
290005,5926,299,Venlo,
290077,5927,280,Venlo,
290109,5928,250,Venlo,
290115,5928,250,Peel en Maas,
290192,5931,181,Venlo,
290414,5932,149,Venlo,
290564,5935,190,Venlo,
290660,5941,216,Venlo,
290794,5943,222,Venlo,
290827,5944,238,Venlo,
290909,5951,199,Venlo,
291071,5953,176,Beesel,
291331,5954,230,Beesel,
291410,5961,222,Horst aan de Maas,
291718,5962,265,Horst aan de Maas,
291766,5963,252,Horst aan de Maas,
291817,5964,275,Horst aan de Maas,
291858,5966,244,Horst aan de Maas,
291921,5971,220,Horst aan de Maas,
292057,5973,249,Horst aan de Maas,
292117,5975,245,Horst aan de Maas,
292294,5976,244,Horst aan de Maas,
292330,5977,330,Horst aan de Maas,
292344,5981,204,Peel en Maas,
292551,5984,237,Peel en Maas,
292580,5985,239,Peel en Maas,
292627,5986,231,Peel en Maas,
292691,5987,270,Peel en Maas,
292722,5988,234,Peel en Maas,
292867,5991,217,Peel en Maas,
293053,5993,229,Peel en Maas,
293257,5995,222,Peel en Maas,
293389,6001,193,Weert,
293603,6002,214,Weert,
293772,6003,278,Weert,
293886,6004,182,Weert,
294152,6005,216,Weert,
294275,6006,202,Weert,
294600,6011,220,Leudal,
294651,6012,253,Leudal,
294671,6013,227,Leudal,
294706,6014,209,Leudal,
294772,6015,201,Leudal,
294819,6017,208,Maasgouw,
294904,6019,187,Maasgouw,
294985,6021,231,Cranendonck,
295258,6023,203,Cranendonck,
295321,6024,207,Cranendonck,
295368,6026,247,Cranendonck,
295537,6027,285,Cranendonck,
295598,6028,307,Cranendonck,
295620,6029,354,Heeze-Leende,
295668,6031,231,Nederweert,
295932,6034,255,Nederweert,
295985,6035,249,Nederweert,
296112,6037,239,Leudal,
296156,6039,208,Weert,
296292,6041,197,Roermond,
296594,6042,181,Roermond,
296844,6043,143,Roermond,
297073,6044,118,Roermond,
297163,6045,149,Roermond,
297332,6049,235,Roermond,
297480,6051,184,Maasgouw,
297668,6061,188,Roerdalen,
297779,6063,187,Roerdalen,
297858,6065,226,Roerdalen,
297959,6067,196,Maasgouw,
298074,6071,190,Roermond,
298336,6074,203,Roerdalen,
298447,6075,206,Roerdalen,
298567,6077,200,Roerdalen,
298678,6081,196,Leudal,
298816,6082,218,Leudal,
298848,6083,203,Leudal,
298879,6085,204,Leudal,
298989,6086,214,Leudal,
299109,6088,225,Leudal,
299224,6089,215,Leudal,
299244,6091,260,Nederweert,
299280,6092,241,Nederweert,
299290,6093,213,Leudal,
299475,6095,220,Leudal,
299564,6096,220,Leudal,
299625,6097,223,Maasgouw,
299746,6099,215,Maasgouw,
299805,6101,180,Echt-Susteren,
300079,6102,206,Echt-Susteren,
300205,6104,209,Echt-Susteren,
300261,6105,237,Echt-Susteren,
300315,6107,209,Maasgouw,
300376,6109,238,Maasgouw,
300406,6111,222,Echt-Susteren,
300427,6112,236,Echt-Susteren,
300452,6114,183,Echt-Susteren,
300686,6116,195,Echt-Susteren,
300739,6118,185,Echt-Susteren,
300835,6121,185,Sittard-Geleen,
300982,6122,169,Sittard-Geleen,
301044,6123,178,Sittard-Geleen,
301080,6124,217,Sittard-Geleen,
301111,6125,187,Sittard-Geleen,
301162,6127,179,Sittard-Geleen,
301230,6129,185,Stein,
301392,6131,156,Sittard-Geleen,
301550,6132,230,Sittard-Geleen,
301700,6133,187,Sittard-Geleen,
301791,6134,121,Sittard-Geleen,
301871,6135,151,Sittard-Geleen,
302026,6136,146,Sittard-Geleen,
302229,6137,140,Sittard-Geleen,
302457,6141,200,Sittard-Geleen,
302526,6142,207,Sittard-Geleen,
302568,6143,189,Sittard-Geleen,
302603,6151,191,Sittard-Geleen,
302741,6153,285,Sittard-Geleen,
302746,6155,193,Schinnen,
302800,6161,129,Sittard-Geleen,
302985,6162,154,Sittard-Geleen,
303095,6163,123,Sittard-Geleen,
303336,6164,139,Sittard-Geleen,
303490,6165,146,Sittard-Geleen,
303644,6166,149,Sittard-Geleen,
303794,6171,177,Stein,
304111,6174,249,Schinnen,
304132,6176,201,Beek,
304212,6181,193,Stein,
304435,6191,184,Beek,
304760,6211,208,Maastricht,
305046,6212,374,Maastricht,
305174,6213,302,Maastricht,
305298,6214,139,Maastricht,
305432,6215,170,Maastricht,
305619,6216,149,Maastricht,
305802,6217,138,Maastricht,
306036,6218,153,Maastricht,
306234,6219,162,Maastricht,
306298,6221,221,Maastricht,
306490,6222,127,Maastricht,
306663,6223,180,Maastricht,
306743,6224,140,Maastricht,
306976,6225,228,Maastricht,
307111,6226,224,Maastricht,
307291,6227,173,Maastricht,
307482,6228,171,Maastricht,
307629,6229,193,Maastricht,
307803,6231,205,Meerssen,
308003,6235,230,Meerssen,
308090,6237,217,Meerssen,
308104,6241,245,Meerssen,
308240,6243,227,Meerssen,
308319,6245,222,Eijsden-Margraten,
308560,6247,236,Eijsden-Margraten,
308650,6251,259,Eijsden-Margraten,
308661,6252,278,Eijsden-Margraten,
308665,6255,247,Eijsden-Margraten,
308706,6261,255,Eijsden-Margraten,
308733,6262,233,Eijsden-Margraten,
308756,6265,241,Eijsden-Margraten,
308794,6267,243,Eijsden-Margraten,
308890,6268,299,Eijsden-Margraten,
308909,6269,229,Eijsden-Margraten,
309017,6271,189,Gulpen-Wittem,
309137,6273,265,Gulpen-Wittem,
309144,6274,245,Gulpen-Wittem,
309161,6276,299,Gulpen-Wittem,
309171,6277,261,Gulpen-Wittem,
309187,6278,302,Gulpen-Wittem,
309189,6281,208,Gulpen-Wittem,
309251,6285,233,Gulpen-Wittem,
309291,6286,195,Gulpen-Wittem,
309345,6287,219,Gulpen-Wittem,
309398,6289,244,Gulpen-Wittem,
309400,6291,135,Vaals,
309592,6294,200,Vaals,
309636,6295,185,Vaals,
309659,6301,186,Valkenburg aan de Geul,
309956,6305,218,Valkenburg aan de Geul,
309998,6307,251,Eijsden-Margraten,
310004,6311,225,Voerendaal,
310028,6312,222,Voerendaal,
310034,6321,191,Gulpen-Wittem,
310111,6325,216,Valkenburg aan de Geul,
310225,6333,239,Nuth,
310314,6336,214,Nuth,
310435,6341,248,Valkenburg aan de Geul,
310436,6342,250,Valkenburg aan de Geul,
310437,6343,233,Voerendaal,
310547,6351,160,Simpelveld,
310695,6353,304,Simpelveld,
310697,6361,173,Nuth,
310912,6363,221,Nuth,
310972,6365,188,Schinnen,
311047,6367,201,Voerendaal,
311289,6369,171,Simpelveld,
311454,6371,159,Landgraaf,
311645,6372,148,Landgraaf,
311918,6373,157,Landgraaf,
311920,6373,157,Gulpen-Wittem,
312148,6374,156,Landgraaf,
312456,6411,122,Heerlen,
312713,6412,110,Heerlen,
312934,6413,109,Heerlen,
313231,6414,100,Heerlen,
313458,6415,104,Heerlen,
313656,6416,165,Heerlen,
313823,6417,145,Heerlen,
314022,6418,149,Heerlen,
314239,6419,183,Heerlen,
314356,6421,115,Heerlen,
314357,6422,246,Heerlen,
314381,6431,112,Heerlen,
314655,6432,123,Heerlen,
314796,6433,123,Heerlen,
314941,6436,175,Schinnen,
315015,6438,187,Schinnen,
315124,6439,202,Schinnen,
315159,6441,122,Brunssum,
315386,6442,134,Brunssum,
315464,6443,122,Brunssum,
315577,6444,150,Brunssum,
315737,6445,135,Brunssum,
315824,6446,163,Brunssum,
315961,6447,183,Onderbanken,
316018,6451,155,Onderbanken,
316166,6454,181,Onderbanken,
316192,6456,205,Onderbanken,
316218,6461,135,Kerkrade,
316435,6462,114,Kerkrade,
316633,6463,108,Kerkrade,
316789,6464,149,Kerkrade,
316905,6465,115,Kerkrade,
316967,6466,125,Kerkrade,
317208,6467,151,Kerkrade,
317331,6468,220,Kerkrade,
317360,6469,118,Kerkrade,
317379,6471,136,Kerkrade,
317547,6511,184,Nijmegen,
317922,6512,204,Nijmegen,
318075,6515,266,Nijmegen,
318177,6521,240,Nijmegen,
318400,6522,337,Nijmegen,
318571,6523,255,Nijmegen,
318833,6524,297,Nijmegen,
319138,6525,237,Nijmegen,
319428,6531,226,Nijmegen,
319734,6532,181,Nijmegen,
319911,6533,182,Nijmegen,
320254,6534,147,Nijmegen,
320375,6535,136,Nijmegen,
320597,6536,192,Nijmegen,
320723,6537,134,Nijmegen,
321016,6538,137,Nijmegen,
321348,6541,166,Nijmegen,
321584,6542,178,Nijmegen,
321819,6543,176,Nijmegen,
322064,6544,136,Nijmegen,
322241,6545,167,Nijmegen,
322395,6546,167,Nijmegen,
322631,6551,212,Beuningen,
322729,6561,210,Groesbeek,
322900,6562,212,Groesbeek,
323172,6564,512,Groesbeek,
323220,6566,169,Millingen aan de Rijn,
323419,6571,276,Groesbeek,
323480,6572,219,Ubbergen,
323505,6573,248,Ubbergen,
323633,6574,318,Ubbergen,
323640,6574,318,Nijmegen,
323653,6575,442,Ubbergen,
323660,6576,206,Ubbergen,
323748,6577,290,Ubbergen,
323755,6578,185,Ubbergen,
323805,6579,219,Ubbergen,
323827,6581,255,Heumen,
324126,6582,256,Heumen,
324189,6584,259,Mook en Middelaar,
324292,6585,259,Mook en Middelaar,
324400,6586,384,Mook en Middelaar,
324417,6587,277,Mook en Middelaar,
324447,6591,190,Gennep,
324716,6595,234,Gennep,
324784,6596,258,Gennep,
324878,6598,236,Gennep,
324952,6599,263,Gennep,
324985,6601,180,Wijchen,
325274,6602,243,Wijchen,
325493,6603,261,Wijchen,
325638,6604,258,Wijchen,
325767,6605,201,Wijchen,
326034,6606,328,Wijchen,
326052,6611,282,Heumen,
326137,6612,283,Heumen,
326158,6613,312,Wijchen,
326182,6615,448,Wijchen,
326195,6616,306,Wijchen,
326228,6617,315,Wijchen,
326254,6617,315,Druten,
326297,6621,246,West Maas en Waal,
326400,6624,225,Maasdriel,
326450,6626,256,West Maas en Waal,
326496,6626,256,Alphen-Chaam,
326508,6627,257,West Maas en Waal,
326555,6628,288,West Maas en Waal,
326578,6629,272,West Maas en Waal,
326617,6631,301,Druten,
326675,6634,282,Wijchen,
326705,6641,200,Beuningen,
327060,6642,289,Beuningen,
327141,6644,231,Beuningen,
327244,6645,277,Beuningen,
327306,6651,198,Druten,
327565,6652,252,Druten,
327615,6653,197,Druten,
327673,6654,251,Druten,
327721,6655,244,Druten,
327751,6657,248,West Maas en Waal,
327825,6658,223,West Maas en Waal,
328019,6659,233,West Maas en Waal,
328099,6661,223,Overbetuwe,
328447,6662,234,Overbetuwe,
328741,6663,241,Nijmegen,
328935,6665,215,Overbetuwe,
329056,6666,215,Overbetuwe,
329219,6668,234,Overbetuwe,
329259,6669,225,Neder-Betuwe,
329390,6671,220,Overbetuwe,
329522,6672,199,Overbetuwe,
329534,6673,244,Overbetuwe,
329608,6674,251,Overbetuwe,
329701,6675,244,Overbetuwe,
329770,6676,336,Overbetuwe,
329775,6677,293,Overbetuwe,
329793,6678,207,Overbetuwe,
329850,6678,207,Oosterhout,
329853,6681,247,Lingewaard,
330166,6684,433,Lingewaard,
330176,6685,219,Lingewaard,
330225,6686,240,Lingewaard,
330305,6687,240,Lingewaard,
330385,6691,216,Lingewaard,
330564,6701,231,Wageningen,
330675,6702,152,Wageningen,
330757,6703,330,Wageningen,
330890,6704,458,Wageningen,
330921,6705,598,Wageningen,
330985,6706,200,Wageningen,
331140,6707,163,Wageningen,
331280,6708,206,Wageningen,
331552,6711,214,Ede,
331868,6712,224,Ede,
332007,6713,181,Ede,
332281,6714,152,Ede,
332457,6715,181,Ede,
332624,6716,214,Ede,
332806,6717,177,Ede,
333144,6718,297,Ede,
333318,6721,289,Ede,
333693,6733,306,Ede,
333759,6741,335,Ede,
334074,6744,323,Ede,
334149,6745,309,Ede,
334164,6811,141,Arnhem,
334375,6812,220,Arnhem,
334449,6813,287,Arnhem,
334591,6814,321,Arnhem,
334778,6815,246,Arnhem,
334901,6816,466,Arnhem,
334995,6821,202,Arnhem,
335171,6822,150,Arnhem,
335370,6823,157,Arnhem,
335593,6824,220,Arnhem,
335847,6825,135,Arnhem,
336040,6826,123,Arnhem,
336316,6827,142,Arnhem,
336364,6828,146,Arnhem,
336665,6831,117,Arnhem,
336781,6832,124,Arnhem,
336905,6833,150,Arnhem,
337059,6834,127,Arnhem,
337145,6835,161,Arnhem,
337301,6836,181,Arnhem,
337554,6841,148,Arnhem,
337675,6842,222,Arnhem,
337740,6843,147,Arnhem,
338056,6844,147,Arnhem,
338157,6845,154,Arnhem,
338319,6846,240,Arnhem,
338487,6851,229,Lingewaard,
338746,6852,210,Lingewaard,
338980,6861,283,Renkum,
339152,6862,316,Renkum,
339362,6865,211,Renkum,
339536,6866,225,Renkum,
339647,6869,290,Renkum,
339671,6871,207,Renkum,
339967,6874,274,Renkum,
340014,6877,453,Ede,
340019,6881,300,Rheden,
340319,6882,147,Rheden,
340540,6883,180,Rheden,
340690,6891,462,Rozendaal,
340755,6901,153,Zevenaar,
340984,6902,204,Zevenaar,
341031,6903,175,Zevenaar,
341230,6904,159,Zevenaar,
341456,6905,261,Zevenaar,
341559,6909,194,Zevenaar,
341634,6911,191,Rijnwaarden,
341706,6913,258,Rijnwaarden,
341740,6914,207,Rijnwaarden,
341772,6915,141,Rijnwaarden,
341882,6916,175,Rijnwaarden,
341969,6917,153,Rijnwaarden,
342000,6921,185,Duiven,
342380,6922,205,Duiven,
342549,6923,283,Duiven,
342622,6924,287,Duiven,
342638,6924,287,Lingewaard,
342662,6931,188,Westervoort,
342877,6932,165,Westervoort,
343054,6941,209,Montferland,
343205,6942,193,Montferland,
343560,6951,156,Rheden,
343766,6952,188,Rheden,
343904,6953,234,Rheden,
343970,6955,288,Rheden,
344014,6956,226,Rheden,
344046,6957,282,Rheden,
344086,6961,229,Brummen,
344263,6961,229,Rozendaal,
344406,6964,324,Brummen,
344446,6971,221,Brummen,
344719,6974,272,Brummen,
344748,6975,386,Brummen,
344761,6981,190,Doesburg,
344935,6982,149,Doesburg,
345012,6983,199,Doesburg,
345100,6984,340,Doesburg,
345110,6986,225,Zevenaar,
345162,6987,195,Zevenaar,
345260,6988,264,Zevenaar,
345299,6991,191,Rheden,
345529,6994,244,Rheden,
345584,6996,244,Bronckhorst,
345634,6997,279,Bronckhorst,
345659,6998,318,Bronckhorst,
345689,6999,257,Bronckhorst,
345750,7001,178,Doetinchem,
345902,7002,141,Doetinchem,
346109,7003,170,Doetinchem,
346193,7004,239,Doetinchem,
346346,7005,182,Doetinchem,
346375,7005,182,Oude IJsselstreek,
346383,7006,183,Doetinchem,
346625,7007,203,Doetinchem,
346799,7008,258,Doetinchem,
346840,7009,187,Doetinchem,
347043,7011,193,Doetinchem,
347205,7021,224,Bronckhorst,
347524,7025,248,Bronckhorst,
