"Bedrijfstakken/branches SBI 2008";"Perioden";"Regio's";"Vestigingen (aantal)"
"A Landbouw, bosbouw en visserij";"2013";"Amsterdam";95
"A Landbouw, bosbouw en visserij";"2014";"Amsterdam";100
"A Landbouw, bosbouw en visserij";"2015";"Amsterdam";105
"A Landbouw, bosbouw en visserij";"2016";"Amsterdam";105
"A Landbouw, bosbouw en visserij";"2017";"Amsterdam";110
"A Landbouw, bosbouw en visserij";"2018";"Amsterdam";120
"A Landbouw, bosbouw en visserij";"2013";"Arnhem";50
"A Landbouw, bosbouw en visserij";"2014";"Arnhem";55
"A Landbouw, bosbouw en visserij";"2015";"Arnhem";50
"A Landbouw, bosbouw en visserij";"2016";"Arnhem";55
"A Landbouw, bosbouw en visserij";"2017";"Arnhem";50
"A Landbouw, bosbouw en visserij";"2018";"Arnhem";50
"A Landbouw, bosbouw en visserij";"2013";"Assen";65
"A Landbouw, bosbouw en visserij";"2014";"Assen";65
"A Landbouw, bosbouw en visserij";"2015";"Assen";65
"A Landbouw, bosbouw en visserij";"2016";"Assen";75
"A Landbouw, bosbouw en visserij";"2017";"Assen";80
"A Landbouw, bosbouw en visserij";"2018";"Assen";80
"A Landbouw, bosbouw en visserij";"2013";"Breda";220
"A Landbouw, bosbouw en visserij";"2014";"Breda";220
"A Landbouw, bosbouw en visserij";"2015";"Breda";215
"A Landbouw, bosbouw en visserij";"2016";"Breda";220
"A Landbouw, bosbouw en visserij";"2017";"Breda";225
"A Landbouw, bosbouw en visserij";"2018";"Breda";220
"A Landbouw, bosbouw en visserij";"2013";"Eindhoven";40
"A Landbouw, bosbouw en visserij";"2014";"Eindhoven";40
"A Landbouw, bosbouw en visserij";"2015";"Eindhoven";45
"A Landbouw, bosbouw en visserij";"2016";"Eindhoven";45
"A Landbouw, bosbouw en visserij";"2017";"Eindhoven";50
"A Landbouw, bosbouw en visserij";"2018";"Eindhoven";45
"A Landbouw, bosbouw en visserij";"2013";"Enschede";150
"A Landbouw, bosbouw en visserij";"2014";"Enschede";145
"A Landbouw, bosbouw en visserij";"2015";"Enschede";155
"A Landbouw, bosbouw en visserij";"2016";"Enschede";175
"A Landbouw, bosbouw en visserij";"2017";"Enschede";185
"A Landbouw, bosbouw en visserij";"2018";"Enschede";190
"A Landbouw, bosbouw en visserij";"2013";"'s-Gravenhage (gemeente)";1540
"A Landbouw, bosbouw en visserij";"2014";"'s-Gravenhage (gemeente)";1480
"A Landbouw, bosbouw en visserij";"2015";"'s-Gravenhage (gemeente)";1490
"A Landbouw, bosbouw en visserij";"2016";"'s-Gravenhage (gemeente)";1555
"A Landbouw, bosbouw en visserij";"2017";"'s-Gravenhage (gemeente)";1640
"A Landbouw, bosbouw en visserij";"2018";"'s-Gravenhage (gemeente)";1770
"A Landbouw, bosbouw en visserij";"2013";"Groningen (gemeente)";50
"A Landbouw, bosbouw en visserij";"2014";"Groningen (gemeente)";50
"A Landbouw, bosbouw en visserij";"2015";"Groningen (gemeente)";60
"A Landbouw, bosbouw en visserij";"2016";"Groningen (gemeente)";70
"A Landbouw, bosbouw en visserij";"2017";"Groningen (gemeente)";75
"A Landbouw, bosbouw en visserij";"2018";"Groningen (gemeente)";75
"A Landbouw, bosbouw en visserij";"2013";"Haarlem";20
"A Landbouw, bosbouw en visserij";"2014";"Haarlem";20
"A Landbouw, bosbouw en visserij";"2015";"Haarlem";20
"A Landbouw, bosbouw en visserij";"2016";"Haarlem";25
"A Landbouw, bosbouw en visserij";"2017";"Haarlem";25
"A Landbouw, bosbouw en visserij";"2018";"Haarlem";25
"A Landbouw, bosbouw en visserij";"2013";"'s-Hertogenbosch";95
"A Landbouw, bosbouw en visserij";"2014";"'s-Hertogenbosch";95
"A Landbouw, bosbouw en visserij";"2015";"'s-Hertogenbosch";185
"A Landbouw, bosbouw en visserij";"2016";"'s-Hertogenbosch";190
"A Landbouw, bosbouw en visserij";"2017";"'s-Hertogenbosch";195
"A Landbouw, bosbouw en visserij";"2018";"'s-Hertogenbosch";200
"A Landbouw, bosbouw en visserij";"2013";"Leeuwarden";60
"A Landbouw, bosbouw en visserij";"2014";"Leeuwarden";165
"A Landbouw, bosbouw en visserij";"2015";"Leeuwarden";175
"A Landbouw, bosbouw en visserij";"2016";"Leeuwarden";175
"A Landbouw, bosbouw en visserij";"2017";"Leeuwarden";180
"A Landbouw, bosbouw en visserij";"2018";"Leeuwarden";340
"A Landbouw, bosbouw en visserij";"2013";"Leiden";15
"A Landbouw, bosbouw en visserij";"2014";"Leiden";15
"A Landbouw, bosbouw en visserij";"2015";"Leiden";15
"A Landbouw, bosbouw en visserij";"2016";"Leiden";15
"A Landbouw, bosbouw en visserij";"2017";"Leiden";20
"A Landbouw, bosbouw en visserij";"2018";"Leiden";20
"A Landbouw, bosbouw en visserij";"2013";"Lelystad";150
"A Landbouw, bosbouw en visserij";"2014";"Lelystad";150
"A Landbouw, bosbouw en visserij";"2015";"Lelystad";160
"A Landbouw, bosbouw en visserij";"2016";"Lelystad";160
"A Landbouw, bosbouw en visserij";"2017";"Lelystad";165
"A Landbouw, bosbouw en visserij";"2018";"Lelystad";170
"A Landbouw, bosbouw en visserij";"2013";"Maastricht";40
"A Landbouw, bosbouw en visserij";"2014";"Maastricht";45
"A Landbouw, bosbouw en visserij";"2015";"Maastricht";50
"A Landbouw, bosbouw en visserij";"2016";"Maastricht";50
"A Landbouw, bosbouw en visserij";"2017";"Maastricht";50
"A Landbouw, bosbouw en visserij";"2018";"Maastricht";50
"A Landbouw, bosbouw en visserij";"2013";"Middelburg (Z.)";95
"A Landbouw, bosbouw en visserij";"2014";"Middelburg (Z.)";100
"A Landbouw, bosbouw en visserij";"2015";"Middelburg (Z.)";95
"A Landbouw, bosbouw en visserij";"2016";"Middelburg (Z.)";100
"A Landbouw, bosbouw en visserij";"2017";"Middelburg (Z.)";105
"A Landbouw, bosbouw en visserij";"2018";"Middelburg (Z.)";105
"A Landbouw, bosbouw en visserij";"2013";"Rotterdam";310
"A Landbouw, bosbouw en visserij";"2014";"Rotterdam";305
"A Landbouw, bosbouw en visserij";"2015";"Rotterdam";300
"A Landbouw, bosbouw en visserij";"2016";"Rotterdam";325
"A Landbouw, bosbouw en visserij";"2017";"Rotterdam";330
"A Landbouw, bosbouw en visserij";"2018";"Rotterdam";330
"A Landbouw, bosbouw en visserij";"2013";"Tilburg";140
"A Landbouw, bosbouw en visserij";"2014";"Tilburg";135
"A Landbouw, bosbouw en visserij";"2015";"Tilburg";135
"A Landbouw, bosbouw en visserij";"2016";"Tilburg";130
"A Landbouw, bosbouw en visserij";"2017";"Tilburg";130
"A Landbouw, bosbouw en visserij";"2018";"Tilburg";135
"A Landbouw, bosbouw en visserij";"2013";"Utrecht (gemeente)";70
"A Landbouw, bosbouw en visserij";"2014";"Utrecht (gemeente)";70
"A Landbouw, bosbouw en visserij";"2015";"Utrecht (gemeente)";70
"A Landbouw, bosbouw en visserij";"2016";"Utrecht (gemeente)";80
"A Landbouw, bosbouw en visserij";"2017";"Utrecht (gemeente)";80
"A Landbouw, bosbouw en visserij";"2018";"Utrecht (gemeente)";80
"A Landbouw, bosbouw en visserij";"2013";"Zwolle";125
"A Landbouw, bosbouw en visserij";"2014";"Zwolle";125
"A Landbouw, bosbouw en visserij";"2015";"Zwolle";135
"A Landbouw, bosbouw en visserij";"2016";"Zwolle";150
"A Landbouw, bosbouw en visserij";"2017";"Zwolle";160
"A Landbouw, bosbouw en visserij";"2018";"Zwolle";155
"B Delfstoffenwinning";"2013";"Amsterdam";10
"B Delfstoffenwinning";"2014";"Amsterdam";20
"B Delfstoffenwinning";"2015";"Amsterdam";20
"B Delfstoffenwinning";"2016";"Amsterdam";25
"B Delfstoffenwinning";"2017";"Amsterdam";20
"B Delfstoffenwinning";"2018";"Amsterdam";20
"B Delfstoffenwinning";"2013";"Arnhem";5
"B Delfstoffenwinning";"2014";"Arnhem";5
"B Delfstoffenwinning";"2015";"Arnhem";10
"B Delfstoffenwinning";"2016";"Arnhem";5
"B Delfstoffenwinning";"2017";"Arnhem";0
"B Delfstoffenwinning";"2018";"Arnhem";0
"B Delfstoffenwinning";"2013";"Assen";5
"B Delfstoffenwinning";"2014";"Assen";5
"B Delfstoffenwinning";"2015";"Assen";5
"B Delfstoffenwinning";"2016";"Assen";5
"B Delfstoffenwinning";"2017";"Assen";5
"B Delfstoffenwinning";"2018";"Assen";5
"B Delfstoffenwinning";"2013";"Breda";5
"B Delfstoffenwinning";"2014";"Breda";0
"B Delfstoffenwinning";"2015";"Breda";5
"B Delfstoffenwinning";"2016";"Breda";5
"B Delfstoffenwinning";"2017";"Breda";10
"B Delfstoffenwinning";"2018";"Breda";5
"B Delfstoffenwinning";"2013";"Eindhoven";5
"B Delfstoffenwinning";"2014";"Eindhoven";5
"B Delfstoffenwinning";"2015";"Eindhoven";5
"B Delfstoffenwinning";"2016";"Eindhoven";5
"B Delfstoffenwinning";"2017";"Eindhoven";5
"B Delfstoffenwinning";"2018";"Eindhoven";5
"B Delfstoffenwinning";"2013";"Enschede";0
"B Delfstoffenwinning";"2014";"Enschede";0
"B Delfstoffenwinning";"2015";"Enschede";0
"B Delfstoffenwinning";"2016";"Enschede";0
"B Delfstoffenwinning";"2017";"Enschede";0
"B Delfstoffenwinning";"2018";"Enschede";0
"B Delfstoffenwinning";"2013";"'s-Gravenhage (gemeente)";20
"B Delfstoffenwinning";"2014";"'s-Gravenhage (gemeente)";20
"B Delfstoffenwinning";"2015";"'s-Gravenhage (gemeente)";25
"B Delfstoffenwinning";"2016";"'s-Gravenhage (gemeente)";15
"B Delfstoffenwinning";"2017";"'s-Gravenhage (gemeente)";20
"B Delfstoffenwinning";"2018";"'s-Gravenhage (gemeente)";20
"B Delfstoffenwinning";"2013";"Groningen (gemeente)";5
"B Delfstoffenwinning";"2014";"Groningen (gemeente)";5
"B Delfstoffenwinning";"2015";"Groningen (gemeente)";5
"B Delfstoffenwinning";"2016";"Groningen (gemeente)";5
"B Delfstoffenwinning";"2017";"Groningen (gemeente)";5
"B Delfstoffenwinning";"2018";"Groningen (gemeente)";5
"B Delfstoffenwinning";"2013";"Haarlem";5
"B Delfstoffenwinning";"2014";"Haarlem";0
"B Delfstoffenwinning";"2015";"Haarlem";5
"B Delfstoffenwinning";"2016";"Haarlem";5
"B Delfstoffenwinning";"2017";"Haarlem";0
"B Delfstoffenwinning";"2018";"Haarlem";0
"B Delfstoffenwinning";"2013";"'s-Hertogenbosch";0
"B Delfstoffenwinning";"2014";"'s-Hertogenbosch";0
"B Delfstoffenwinning";"2015";"'s-Hertogenbosch";0
"B Delfstoffenwinning";"2016";"'s-Hertogenbosch";0
"B Delfstoffenwinning";"2017";"'s-Hertogenbosch";0
"B Delfstoffenwinning";"2018";"'s-Hertogenbosch";0
"B Delfstoffenwinning";"2013";"Leeuwarden";0
"B Delfstoffenwinning";"2014";"Leeuwarden";0
"B Delfstoffenwinning";"2015";"Leeuwarden";0
"B Delfstoffenwinning";"2016";"Leeuwarden";0
"B Delfstoffenwinning";"2017";"Leeuwarden";0
"B Delfstoffenwinning";"2018";"Leeuwarden";0
"B Delfstoffenwinning";"2013";"Leiden";5
"B Delfstoffenwinning";"2014";"Leiden";5
"B Delfstoffenwinning";"2015";"Leiden";5
"B Delfstoffenwinning";"2016";"Leiden";5
"B Delfstoffenwinning";"2017";"Leiden";10
"B Delfstoffenwinning";"2018";"Leiden";5
"B Delfstoffenwinning";"2013";"Lelystad";0
"B Delfstoffenwinning";"2014";"Lelystad";0
"B Delfstoffenwinning";"2015";"Lelystad";0
"B Delfstoffenwinning";"2016";"Lelystad";0
"B Delfstoffenwinning";"2017";"Lelystad";0
"B Delfstoffenwinning";"2018";"Lelystad";0
"B Delfstoffenwinning";"2013";"Maastricht";0
"B Delfstoffenwinning";"2014";"Maastricht";0
"B Delfstoffenwinning";"2015";"Maastricht";0
"B Delfstoffenwinning";"2016";"Maastricht";0
"B Delfstoffenwinning";"2017";"Maastricht";0
"B Delfstoffenwinning";"2018";"Maastricht";0
"B Delfstoffenwinning";"2013";"Middelburg (Z.)";0
"B Delfstoffenwinning";"2014";"Middelburg (Z.)";0
"B Delfstoffenwinning";"2015";"Middelburg (Z.)";0
"B Delfstoffenwinning";"2016";"Middelburg (Z.)";0
"B Delfstoffenwinning";"2017";"Middelburg (Z.)";0
"B Delfstoffenwinning";"2018";"Middelburg (Z.)";0
"B Delfstoffenwinning";"2013";"Rotterdam";15
"B Delfstoffenwinning";"2014";"Rotterdam";10
"B Delfstoffenwinning";"2015";"Rotterdam";15
"B Delfstoffenwinning";"2016";"Rotterdam";15
"B Delfstoffenwinning";"2017";"Rotterdam";10
"B Delfstoffenwinning";"2018";"Rotterdam";20
"B Delfstoffenwinning";"2013";"Tilburg";0
"B Delfstoffenwinning";"2014";"Tilburg";0
"B Delfstoffenwinning";"2015";"Tilburg";0
"B Delfstoffenwinning";"2016";"Tilburg";0
"B Delfstoffenwinning";"2017";"Tilburg";0
"B Delfstoffenwinning";"2018";"Tilburg";0
"B Delfstoffenwinning";"2013";"Utrecht (gemeente)";5
"B Delfstoffenwinning";"2014";"Utrecht (gemeente)";5
"B Delfstoffenwinning";"2015";"Utrecht (gemeente)";5
"B Delfstoffenwinning";"2016";"Utrecht (gemeente)";5
"B Delfstoffenwinning";"2017";"Utrecht (gemeente)";10
"B Delfstoffenwinning";"2018";"Utrecht (gemeente)";5
"B Delfstoffenwinning";"2013";"Zwolle";0
"B Delfstoffenwinning";"2014";"Zwolle";0
"B Delfstoffenwinning";"2015";"Zwolle";0
"B Delfstoffenwinning";"2016";"Zwolle";0
"B Delfstoffenwinning";"2017";"Zwolle";0
"B Delfstoffenwinning";"2018";"Zwolle";0
"C Industrie";"2013";"Amsterdam";2455
"C Industrie";"2014";"Amsterdam";2445
"C Industrie";"2015";"Amsterdam";2560
"C Industrie";"2016";"Amsterdam";2700
"C Industrie";"2017";"Amsterdam";2785
"C Industrie";"2018";"Amsterdam";2905
"C Industrie";"2013";"Arnhem";365
"C Industrie";"2014";"Arnhem";370
"C Industrie";"2015";"Arnhem";380
"C Industrie";"2016";"Arnhem";390
"C Industrie";"2017";"Arnhem";410
"C Industrie";"2018";"Arnhem";430
"C Industrie";"2013";"Assen";160
"C Industrie";"2014";"Assen";150
"C Industrie";"2015";"Assen";160
"C Industrie";"2016";"Assen";165
"C Industrie";"2017";"Assen";165
"C Industrie";"2018";"Assen";175
"C Industrie";"2013";"Breda";560
"C Industrie";"2014";"Breda";575
"C Industrie";"2015";"Breda";600
"C Industrie";"2016";"Breda";635
"C Industrie";"2017";"Breda";655
"C Industrie";"2018";"Breda";690
"C Industrie";"2013";"Eindhoven";730
"C Industrie";"2014";"Eindhoven";710
"C Industrie";"2015";"Eindhoven";745
"C Industrie";"2016";"Eindhoven";750
"C Industrie";"2017";"Eindhoven";775
"C Industrie";"2018";"Eindhoven";820
"C Industrie";"2013";"Enschede";520
"C Industrie";"2014";"Enschede";510
"C Industrie";"2015";"Enschede";510
"C Industrie";"2016";"Enschede";515
"C Industrie";"2017";"Enschede";525
"C Industrie";"2018";"Enschede";555
"C Industrie";"2013";"'s-Gravenhage (gemeente)";1085
"C Industrie";"2014";"'s-Gravenhage (gemeente)";1090
"C Industrie";"2015";"'s-Gravenhage (gemeente)";1100
"C Industrie";"2016";"'s-Gravenhage (gemeente)";1115
"C Industrie";"2017";"'s-Gravenhage (gemeente)";1170
"C Industrie";"2018";"'s-Gravenhage (gemeente)";1245
"C Industrie";"2013";"Groningen (gemeente)";530
"C Industrie";"2014";"Groningen (gemeente)";530
"C Industrie";"2015";"Groningen (gemeente)";540
"C Industrie";"2016";"Groningen (gemeente)";560
"C Industrie";"2017";"Groningen (gemeente)";575
"C Industrie";"2018";"Groningen (gemeente)";595
"C Industrie";"2013";"Haarlem";420
"C Industrie";"2014";"Haarlem";430
"C Industrie";"2015";"Haarlem";450
"C Industrie";"2016";"Haarlem";485
"C Industrie";"2017";"Haarlem";485
"C Industrie";"2018";"Haarlem";495
"C Industrie";"2013";"'s-Hertogenbosch";510
"C Industrie";"2014";"'s-Hertogenbosch";515
"C Industrie";"2015";"'s-Hertogenbosch";570
"C Industrie";"2016";"'s-Hertogenbosch";570
"C Industrie";"2017";"'s-Hertogenbosch";590
"C Industrie";"2018";"'s-Hertogenbosch";605
"C Industrie";"2013";"Leeuwarden";280
"C Industrie";"2014";"Leeuwarden";365
"C Industrie";"2015";"Leeuwarden";380
"C Industrie";"2016";"Leeuwarden";390
"C Industrie";"2017";"Leeuwarden";375
"C Industrie";"2018";"Leeuwarden";480
"C Industrie";"2013";"Leiden";270
"C Industrie";"2014";"Leiden";280
"C Industrie";"2015";"Leiden";275
"C Industrie";"2016";"Leiden";270
"C Industrie";"2017";"Leiden";290
"C Industrie";"2018";"Leiden";290
"C Industrie";"2013";"Lelystad";270
"C Industrie";"2014";"Lelystad";255
"C Industrie";"2015";"Lelystad";275
"C Industrie";"2016";"Lelystad";285
"C Industrie";"2017";"Lelystad";295
"C Industrie";"2018";"Lelystad";305
"C Industrie";"2013";"Maastricht";350
"C Industrie";"2014";"Maastricht";360
"C Industrie";"2015";"Maastricht";355
"C Industrie";"2016";"Maastricht";375
"C Industrie";"2017";"Maastricht";355
"C Industrie";"2018";"Maastricht";360
"C Industrie";"2013";"Middelburg (Z.)";150
"C Industrie";"2014";"Middelburg (Z.)";150
"C Industrie";"2015";"Middelburg (Z.)";160
"C Industrie";"2016";"Middelburg (Z.)";165
"C Industrie";"2017";"Middelburg (Z.)";160
"C Industrie";"2018";"Middelburg (Z.)";170
"C Industrie";"2013";"Rotterdam";2050
"C Industrie";"2014";"Rotterdam";2040
"C Industrie";"2015";"Rotterdam";2140
"C Industrie";"2016";"Rotterdam";2215
"C Industrie";"2017";"Rotterdam";2220
"C Industrie";"2018";"Rotterdam";2295
"C Industrie";"2013";"Tilburg";715
"C Industrie";"2014";"Tilburg";710
"C Industrie";"2015";"Tilburg";745
"C Industrie";"2016";"Tilburg";745
"C Industrie";"2017";"Tilburg";745
"C Industrie";"2018";"Tilburg";765
"C Industrie";"2013";"Utrecht (gemeente)";755
"C Industrie";"2014";"Utrecht (gemeente)";755
"C Industrie";"2015";"Utrecht (gemeente)";780
"C Industrie";"2016";"Utrecht (gemeente)";805
"C Industrie";"2017";"Utrecht (gemeente)";875
"C Industrie";"2018";"Utrecht (gemeente)";910
"C Industrie";"2013";"Zwolle";295
"C Industrie";"2014";"Zwolle";315
"C Industrie";"2015";"Zwolle";325
"C Industrie";"2016";"Zwolle";335
"C Industrie";"2017";"Zwolle";335
"C Industrie";"2018";"Zwolle";345
"D Energievoorziening";"2013";"Amsterdam";45
"D Energievoorziening";"2014";"Amsterdam";45
"D Energievoorziening";"2015";"Amsterdam";60
"D Energievoorziening";"2016";"Amsterdam";60
"D Energievoorziening";"2017";"Amsterdam";70
"D Energievoorziening";"2018";"Amsterdam";70
"D Energievoorziening";"2013";"Arnhem";5
"D Energievoorziening";"2014";"Arnhem";5
"D Energievoorziening";"2015";"Arnhem";5
"D Energievoorziening";"2016";"Arnhem";5
"D Energievoorziening";"2017";"Arnhem";10
"D Energievoorziening";"2018";"Arnhem";10
"D Energievoorziening";"2013";"Assen";0
"D Energievoorziening";"2014";"Assen";0
"D Energievoorziening";"2015";"Assen";0
"D Energievoorziening";"2016";"Assen";0
"D Energievoorziening";"2017";"Assen";0
"D Energievoorziening";"2018";"Assen";0
"D Energievoorziening";"2013";"Breda";10
"D Energievoorziening";"2014";"Breda";10
"D Energievoorziening";"2015";"Breda";10
"D Energievoorziening";"2016";"Breda";5
"D Energievoorziening";"2017";"Breda";10
"D Energievoorziening";"2018";"Breda";10
"D Energievoorziening";"2013";"Eindhoven";10
"D Energievoorziening";"2014";"Eindhoven";10
"D Energievoorziening";"2015";"Eindhoven";10
"D Energievoorziening";"2016";"Eindhoven";10
"D Energievoorziening";"2017";"Eindhoven";10
"D Energievoorziening";"2018";"Eindhoven";10
"D Energievoorziening";"2013";"Enschede";5
"D Energievoorziening";"2014";"Enschede";5
"D Energievoorziening";"2015";"Enschede";10
"D Energievoorziening";"2016";"Enschede";5
"D Energievoorziening";"2017";"Enschede";10
"D Energievoorziening";"2018";"Enschede";10
"D Energievoorziening";"2013";"'s-Gravenhage (gemeente)";10
"D Energievoorziening";"2014";"'s-Gravenhage (gemeente)";10
"D Energievoorziening";"2015";"'s-Gravenhage (gemeente)";10
"D Energievoorziening";"2016";"'s-Gravenhage (gemeente)";10
"D Energievoorziening";"2017";"'s-Gravenhage (gemeente)";15
"D Energievoorziening";"2018";"'s-Gravenhage (gemeente)";20
"D Energievoorziening";"2013";"Groningen (gemeente)";5
"D Energievoorziening";"2014";"Groningen (gemeente)";10
"D Energievoorziening";"2015";"Groningen (gemeente)";10
"D Energievoorziening";"2016";"Groningen (gemeente)";10
"D Energievoorziening";"2017";"Groningen (gemeente)";10
"D Energievoorziening";"2018";"Groningen (gemeente)";10
"D Energievoorziening";"2013";"Haarlem";0
"D Energievoorziening";"2014";"Haarlem";0
"D Energievoorziening";"2015";"Haarlem";5
"D Energievoorziening";"2016";"Haarlem";5
"D Energievoorziening";"2017";"Haarlem";5
"D Energievoorziening";"2018";"Haarlem";5
"D Energievoorziening";"2013";"'s-Hertogenbosch";15
"D Energievoorziening";"2014";"'s-Hertogenbosch";5
"D Energievoorziening";"2015";"'s-Hertogenbosch";5
"D Energievoorziening";"2016";"'s-Hertogenbosch";10
"D Energievoorziening";"2017";"'s-Hertogenbosch";15
"D Energievoorziening";"2018";"'s-Hertogenbosch";15
"D Energievoorziening";"2013";"Leeuwarden";10
"D Energievoorziening";"2014";"Leeuwarden";10
"D Energievoorziening";"2015";"Leeuwarden";15
"D Energievoorziening";"2016";"Leeuwarden";10
"D Energievoorziening";"2017";"Leeuwarden";10
"D Energievoorziening";"2018";"Leeuwarden";15
"D Energievoorziening";"2013";"Leiden";0
"D Energievoorziening";"2014";"Leiden";0
"D Energievoorziening";"2015";"Leiden";0
"D Energievoorziening";"2016";"Leiden";0
"D Energievoorziening";"2017";"Leiden";0
"D Energievoorziening";"2018";"Leiden";5
"D Energievoorziening";"2013";"Lelystad";20
"D Energievoorziening";"2014";"Lelystad";20
"D Energievoorziening";"2015";"Lelystad";20
"D Energievoorziening";"2016";"Lelystad";15
"D Energievoorziening";"2017";"Lelystad";15
"D Energievoorziening";"2018";"Lelystad";15
"D Energievoorziening";"2013";"Maastricht";0
"D Energievoorziening";"2014";"Maastricht";5
"D Energievoorziening";"2015";"Maastricht";5
"D Energievoorziening";"2016";"Maastricht";5
"D Energievoorziening";"2017";"Maastricht";5
"D Energievoorziening";"2018";"Maastricht";5
"D Energievoorziening";"2013";"Middelburg (Z.)";5
"D Energievoorziening";"2014";"Middelburg (Z.)";10
"D Energievoorziening";"2015";"Middelburg (Z.)";5
"D Energievoorziening";"2016";"Middelburg (Z.)";5
"D Energievoorziening";"2017";"Middelburg (Z.)";5
"D Energievoorziening";"2018";"Middelburg (Z.)";5
"D Energievoorziening";"2013";"Rotterdam";35
"D Energievoorziening";"2014";"Rotterdam";40
"D Energievoorziening";"2015";"Rotterdam";45
"D Energievoorziening";"2016";"Rotterdam";50
"D Energievoorziening";"2017";"Rotterdam";45
"D Energievoorziening";"2018";"Rotterdam";55
"D Energievoorziening";"2013";"Tilburg";0
"D Energievoorziening";"2014";"Tilburg";5
"D Energievoorziening";"2015";"Tilburg";5
"D Energievoorziening";"2016";"Tilburg";5
"D Energievoorziening";"2017";"Tilburg";5
"D Energievoorziening";"2018";"Tilburg";5
"D Energievoorziening";"2013";"Utrecht (gemeente)";15
"D Energievoorziening";"2014";"Utrecht (gemeente)";15
"D Energievoorziening";"2015";"Utrecht (gemeente)";10
"D Energievoorziening";"2016";"Utrecht (gemeente)";15
"D Energievoorziening";"2017";"Utrecht (gemeente)";15
"D Energievoorziening";"2018";"Utrecht (gemeente)";20
"D Energievoorziening";"2013";"Zwolle";10
"D Energievoorziening";"2014";"Zwolle";5
"D Energievoorziening";"2015";"Zwolle";5
"D Energievoorziening";"2016";"Zwolle";10
"D Energievoorziening";"2017";"Zwolle";10
"D Energievoorziening";"2018";"Zwolle";10
"E Waterbedrijven en afvalbeheer";"2013";"Amsterdam";100
"E Waterbedrijven en afvalbeheer";"2014";"Amsterdam";95
"E Waterbedrijven en afvalbeheer";"2015";"Amsterdam";105
"E Waterbedrijven en afvalbeheer";"2016";"Amsterdam";110
"E Waterbedrijven en afvalbeheer";"2017";"Amsterdam";110
"E Waterbedrijven en afvalbeheer";"2018";"Amsterdam";110
"E Waterbedrijven en afvalbeheer";"2013";"Arnhem";5
"E Waterbedrijven en afvalbeheer";"2014";"Arnhem";5
"E Waterbedrijven en afvalbeheer";"2015";"Arnhem";5
"E Waterbedrijven en afvalbeheer";"2016";"Arnhem";10
"E Waterbedrijven en afvalbeheer";"2017";"Arnhem";10
"E Waterbedrijven en afvalbeheer";"2018";"Arnhem";10
"E Waterbedrijven en afvalbeheer";"2013";"Assen";10
"E Waterbedrijven en afvalbeheer";"2014";"Assen";5
"E Waterbedrijven en afvalbeheer";"2015";"Assen";5
"E Waterbedrijven en afvalbeheer";"2016";"Assen";5
"E Waterbedrijven en afvalbeheer";"2017";"Assen";5
"E Waterbedrijven en afvalbeheer";"2018";"Assen";5
"E Waterbedrijven en afvalbeheer";"2013";"Breda";15
"E Waterbedrijven en afvalbeheer";"2014";"Breda";15
"E Waterbedrijven en afvalbeheer";"2015";"Breda";15
"E Waterbedrijven en afvalbeheer";"2016";"Breda";15
"E Waterbedrijven en afvalbeheer";"2017";"Breda";15
"E Waterbedrijven en afvalbeheer";"2018";"Breda";15
"E Waterbedrijven en afvalbeheer";"2013";"Eindhoven";15
"E Waterbedrijven en afvalbeheer";"2014";"Eindhoven";20
"E Waterbedrijven en afvalbeheer";"2015";"Eindhoven";20
"E Waterbedrijven en afvalbeheer";"2016";"Eindhoven";20
"E Waterbedrijven en afvalbeheer";"2017";"Eindhoven";30
"E Waterbedrijven en afvalbeheer";"2018";"Eindhoven";30
"E Waterbedrijven en afvalbeheer";"2013";"Enschede";15
"E Waterbedrijven en afvalbeheer";"2014";"Enschede";15
"E Waterbedrijven en afvalbeheer";"2015";"Enschede";15
"E Waterbedrijven en afvalbeheer";"2016";"Enschede";20
"E Waterbedrijven en afvalbeheer";"2017";"Enschede";25
"E Waterbedrijven en afvalbeheer";"2018";"Enschede";20
"E Waterbedrijven en afvalbeheer";"2013";"'s-Gravenhage (gemeente)";40
"E Waterbedrijven en afvalbeheer";"2014";"'s-Gravenhage (gemeente)";40
"E Waterbedrijven en afvalbeheer";"2015";"'s-Gravenhage (gemeente)";45
"E Waterbedrijven en afvalbeheer";"2016";"'s-Gravenhage (gemeente)";55
"E Waterbedrijven en afvalbeheer";"2017";"'s-Gravenhage (gemeente)";65
"E Waterbedrijven en afvalbeheer";"2018";"'s-Gravenhage (gemeente)";85
"E Waterbedrijven en afvalbeheer";"2013";"Groningen (gemeente)";15
"E Waterbedrijven en afvalbeheer";"2014";"Groningen (gemeente)";15
"E Waterbedrijven en afvalbeheer";"2015";"Groningen (gemeente)";15
"E Waterbedrijven en afvalbeheer";"2016";"Groningen (gemeente)";20
"E Waterbedrijven en afvalbeheer";"2017";"Groningen (gemeente)";15
"E Waterbedrijven en afvalbeheer";"2018";"Groningen (gemeente)";15
"E Waterbedrijven en afvalbeheer";"2013";"Haarlem";5
"E Waterbedrijven en afvalbeheer";"2014";"Haarlem";5
"E Waterbedrijven en afvalbeheer";"2015";"Haarlem";10
"E Waterbedrijven en afvalbeheer";"2016";"Haarlem";5
"E Waterbedrijven en afvalbeheer";"2017";"Haarlem";5
