"Soort misdrijf";"Perioden";"Regio's";"Geregistreerde misdrijven/Totaal geregistreerde misdrijven (aantal)";"Geregistreerde misdrijven/Geregistreerde misdrijven, relatief (% van totaal geregistreerde misdrijven)";"Geregistreerde misdrijven/Geregistreerde misdrijven per 1000 inw.  (per 1 000 inwoners)"
"4 Misdrijven WvSr (overig)";"2016";"Barendrecht";15;1;
"4 Misdrijven WvSr (overig)";"2017";"Barendrecht";10;0;
"4 Misdrijven WvSr (overig)";"2013";"Barneveld";15;1;
"4 Misdrijven WvSr (overig)";"2014";"Barneveld";30;1;
"4 Misdrijven WvSr (overig)";"2015";"Barneveld";25;1;
"4 Misdrijven WvSr (overig)";"2016";"Barneveld";25;1;
"4 Misdrijven WvSr (overig)";"2017";"Barneveld";10;1;
"4 Misdrijven WvSr (overig)";"2013";"Bedum";5;2;
"4 Misdrijven WvSr (overig)";"2014";"Bedum";0;0;0
"4 Misdrijven WvSr (overig)";"2015";"Bedum";5;1;
"4 Misdrijven WvSr (overig)";"2016";"Bedum";5;2;
"4 Misdrijven WvSr (overig)";"2017";"Bedum";0;0;0
"4 Misdrijven WvSr (overig)";"2013";"Beek (L.)";15;1;
"4 Misdrijven WvSr (overig)";"2014";"Beek (L.)";5;1;
"4 Misdrijven WvSr (overig)";"2015";"Beek (L.)";0;0;0
"4 Misdrijven WvSr (overig)";"2016";"Beek (L.)";5;1;
"4 Misdrijven WvSr (overig)";"2017";"Beek (L.)";5;0;
"4 Misdrijven WvSr (overig)";"2013";"Beekdaelen";;;
"4 Misdrijven WvSr (overig)";"2014";"Beekdaelen";;;
"4 Misdrijven WvSr (overig)";"2015";"Beekdaelen";;;
"4 Misdrijven WvSr (overig)";"2016";"Beekdaelen";;;
"4 Misdrijven WvSr (overig)";"2017";"Beekdaelen";;;
"4 Misdrijven WvSr (overig)";"2013";"Beemster";0;0;0
"4 Misdrijven WvSr (overig)";"2014";"Beemster";0;0;0
"4 Misdrijven WvSr (overig)";"2015";"Beemster";0;0;0
"4 Misdrijven WvSr (overig)";"2016";"Beemster";5;1;
"4 Misdrijven WvSr (overig)";"2017";"Beemster";0;0;0
"4 Misdrijven WvSr (overig)";"2013";"Beesel";10;1;
"4 Misdrijven WvSr (overig)";"2014";"Beesel";0;0;0
"4 Misdrijven WvSr (overig)";"2015";"Beesel";0;0;0
"4 Misdrijven WvSr (overig)";"2016";"Beesel";5;1;
"4 Misdrijven WvSr (overig)";"2017";"Beesel";5;1;
"4 Misdrijven WvSr (overig)";"2013";"Bellingwedde";5;2;
"4 Misdrijven WvSr (overig)";"2014";"Bellingwedde";5;2;
"4 Misdrijven WvSr (overig)";"2015";"Bellingwedde";5;3;
"4 Misdrijven WvSr (overig)";"2016";"Bellingwedde";5;2;
"4 Misdrijven WvSr (overig)";"2017";"Bellingwedde";5;2;
"4 Misdrijven WvSr (overig)";"2013";"Berg en Dal";;;
"4 Misdrijven WvSr (overig)";"2014";"Berg en Dal";;;
"4 Misdrijven WvSr (overig)";"2015";"Berg en Dal";;;
"4 Misdrijven WvSr (overig)";"2016";"Berg en Dal";10;1;
"4 Misdrijven WvSr (overig)";"2017";"Berg en Dal";15;2;
"4 Misdrijven WvSr (overig)";"2013";"Bergambacht";0;0;0
"4 Misdrijven WvSr (overig)";"2014";"Bergambacht";5;2;
"4 Misdrijven WvSr (overig)";"2015";"Bergambacht";;;
"4 Misdrijven WvSr (overig)";"2016";"Bergambacht";;;
"4 Misdrijven WvSr (overig)";"2017";"Bergambacht";;;
"4 Misdrijven WvSr (overig)";"2013";"Bergeijk";5;0;
"4 Misdrijven WvSr (overig)";"2014";"Bergeijk";0;0;0
"4 Misdrijven WvSr (overig)";"2015";"Bergeijk";5;1;
"4 Misdrijven WvSr (overig)";"2016";"Bergeijk";5;1;
"4 Misdrijven WvSr (overig)";"2017";"Bergeijk";5;0;
"4 Misdrijven WvSr (overig)";"2013";"Bergen (L.)";0;0;0
"4 Misdrijven WvSr (overig)";"2014";"Bergen (L.)";5;1;
"4 Misdrijven WvSr (overig)";"2015";"Bergen (L.)";0;0;0
"4 Misdrijven WvSr (overig)";"2016";"Bergen (L.)";0;0;0
"4 Misdrijven WvSr (overig)";"2017";"Bergen (L.)";5;1;
"4 Misdrijven WvSr (overig)";"2013";"Bergen (NH.)";15;1;
"4 Misdrijven WvSr (overig)";"2014";"Bergen (NH.)";10;1;
"4 Misdrijven WvSr (overig)";"2015";"Bergen (NH.)";15;1;
"4 Misdrijven WvSr (overig)";"2016";"Bergen (NH.)";20;2;
"4 Misdrijven WvSr (overig)";"2017";"Bergen (NH.)";10;1;
"4 Misdrijven WvSr (overig)";"2013";"Bergen op Zoom";40;1;
"4 Misdrijven WvSr (overig)";"2014";"Bergen op Zoom";50;1;
"4 Misdrijven WvSr (overig)";"2015";"Bergen op Zoom";50;1;
"4 Misdrijven WvSr (overig)";"2016";"Bergen op Zoom";65;2;
"4 Misdrijven WvSr (overig)";"2017";"Bergen op Zoom";55;2;
"4 Misdrijven WvSr (overig)";"2013";"Berkelland";5;0;
"4 Misdrijven WvSr (overig)";"2014";"Berkelland";15;1;
"4 Misdrijven WvSr (overig)";"2015";"Berkelland";5;0;
"4 Misdrijven WvSr (overig)";"2016";"Berkelland";15;2;
"4 Misdrijven WvSr (overig)";"2017";"Berkelland";5;0;
"4 Misdrijven WvSr (overig)";"2013";"Bernheze";5;0;
"4 Misdrijven WvSr (overig)";"2014";"Bernheze";5;0;
"4 Misdrijven WvSr (overig)";"2015";"Bernheze";5;1;
"4 Misdrijven WvSr (overig)";"2016";"Bernheze";10;1;
"4 Misdrijven WvSr (overig)";"2017";"Bernheze";10;1;
"4 Misdrijven WvSr (overig)";"2013";"Bernisse";5;1;
"4 Misdrijven WvSr (overig)";"2014";"Bernisse";0;0;0
"4 Misdrijven WvSr (overig)";"2015";"Bernisse";;;
"4 Misdrijven WvSr (overig)";"2016";"Bernisse";;;
"4 Misdrijven WvSr (overig)";"2017";"Bernisse";;;
"4 Misdrijven WvSr (overig)";"2013";"Best";10;1;
"4 Misdrijven WvSr (overig)";"2014";"Best";10;1;
"4 Misdrijven WvSr (overig)";"2015";"Best";15;1;
"4 Misdrijven WvSr (overig)";"2016";"Best";15;1;
"4 Misdrijven WvSr (overig)";"2017";"Best";15;1;
"4 Misdrijven WvSr (overig)";"2013";"Beuningen";5;0;
"4 Misdrijven WvSr (overig)";"2014";"Beuningen";15;1;
"4 Misdrijven WvSr (overig)";"2015";"Beuningen";10;1;
"4 Misdrijven WvSr (overig)";"2016";"Beuningen";5;1;
"4 Misdrijven WvSr (overig)";"2017";"Beuningen";5;1;
"4 Misdrijven WvSr (overig)";"2013";"Beverwijk";30;1;
"4 Misdrijven WvSr (overig)";"2014";"Beverwijk";20;1;
"4 Misdrijven WvSr (overig)";"2015";"Beverwijk";25;1;
"4 Misdrijven WvSr (overig)";"2016";"Beverwijk";15;1;
"4 Misdrijven WvSr (overig)";"2017";"Beverwijk";15;1;
"4 Misdrijven WvSr (overig)";"2013";"het Bildt";5;1;
"4 Misdrijven WvSr (overig)";"2014";"het Bildt";0;0;0
"4 Misdrijven WvSr (overig)";"2015";"het Bildt";0;0;0
"4 Misdrijven WvSr (overig)";"2016";"het Bildt";5;2;
"4 Misdrijven WvSr (overig)";"2017";"het Bildt";5;2;
"4 Misdrijven WvSr (overig)";"2013";"De Bilt";10;0;
"4 Misdrijven WvSr (overig)";"2014";"De Bilt";20;1;
"4 Misdrijven WvSr (overig)";"2015";"De Bilt";10;0;
"4 Misdrijven WvSr (overig)";"2016";"De Bilt";15;1;
"4 Misdrijven WvSr (overig)";"2017";"De Bilt";15;1;
"4 Misdrijven WvSr (overig)";"2013";"Binnenmaas";10;1;
"4 Misdrijven WvSr (overig)";"2014";"Binnenmaas";10;1;
"4 Misdrijven WvSr (overig)";"2015";"Binnenmaas";5;0;
"4 Misdrijven WvSr (overig)";"2016";"Binnenmaas";10;1;
"4 Misdrijven WvSr (overig)";"2017";"Binnenmaas";5;1;
"4 Misdrijven WvSr (overig)";"2013";"Bladel";5;1;
"4 Misdrijven WvSr (overig)";"2014";"Bladel";5;1;
"4 Misdrijven WvSr (overig)";"2015";"Bladel";0;0;0
"4 Misdrijven WvSr (overig)";"2016";"Bladel";0;0;0
"4 Misdrijven WvSr (overig)";"2017";"Bladel";5;0;
"4 Misdrijven WvSr (overig)";"2013";"Blaricum";0;0;0
"4 Misdrijven WvSr (overig)";"2014";"Blaricum";0;0;0
"4 Misdrijven WvSr (overig)";"2015";"Blaricum";5;1;
"4 Misdrijven WvSr (overig)";"2016";"Blaricum";5;1;
"4 Misdrijven WvSr (overig)";"2017";"Blaricum";0;0;0
"4 Misdrijven WvSr (overig)";"2013";"Bloemendaal";15;1;
"4 Misdrijven WvSr (overig)";"2014";"Bloemendaal";5;1;
"4 Misdrijven WvSr (overig)";"2015";"Bloemendaal";5;0;
"4 Misdrijven WvSr (overig)";"2016";"Bloemendaal";5;1;
"4 Misdrijven WvSr (overig)";"2017";"Bloemendaal";15;1;
"4 Misdrijven WvSr (overig)";"2013";"Boarnsterhim";10;1;
"4 Misdrijven WvSr (overig)";"2014";"Boarnsterhim";;;
"4 Misdrijven WvSr (overig)";"2015";"Boarnsterhim";;;
"4 Misdrijven WvSr (overig)";"2016";"Boarnsterhim";;;
"4 Misdrijven WvSr (overig)";"2017";"Boarnsterhim";;;
"4 Misdrijven WvSr (overig)";"2013";"Bodegraven";;;
"4 Misdrijven WvSr (overig)";"2014";"Bodegraven";;;
"4 Misdrijven WvSr (overig)";"2015";"Bodegraven";;;
"4 Misdrijven WvSr (overig)";"2016";"Bodegraven";;;
"4 Misdrijven WvSr (overig)";"2017";"Bodegraven";;;
"4 Misdrijven WvSr (overig)";"2013";"Bodegraven-Reeuwijk";5;0;
"4 Misdrijven WvSr (overig)";"2014";"Bodegraven-Reeuwijk";15;1;
"4 Misdrijven WvSr (overig)";"2015";"Bodegraven-Reeuwijk";10;1;
"4 Misdrijven WvSr (overig)";"2016";"Bodegraven-Reeuwijk";15;1;
"4 Misdrijven WvSr (overig)";"2017";"Bodegraven-Reeuwijk";15;1;
"4 Misdrijven WvSr (overig)";"2013";"Boekel";5;1;
"4 Misdrijven WvSr (overig)";"2014";"Boekel";0;0;0
"4 Misdrijven WvSr (overig)";"2015";"Boekel";0;0;0
"4 Misdrijven WvSr (overig)";"2016";"Boekel";0;0;0
"4 Misdrijven WvSr (overig)";"2017";"Boekel";5;2;
"4 Misdrijven WvSr (overig)";"2013";"Ten Boer";0;0;0
"4 Misdrijven WvSr (overig)";"2014";"Ten Boer";0;0;0
"4 Misdrijven WvSr (overig)";"2015";"Ten Boer";0;0;0
"4 Misdrijven WvSr (overig)";"2016";"Ten Boer";0;0;0
"4 Misdrijven WvSr (overig)";"2017";"Ten Boer";0;0;0
"4 Misdrijven WvSr (overig)";"2013";"Bolsward";;;
"4 Misdrijven WvSr (overig)";"2014";"Bolsward";;;
"4 Misdrijven WvSr (overig)";"2015";"Bolsward";;;
"4 Misdrijven WvSr (overig)";"2016";"Bolsward";;;
"4 Misdrijven WvSr (overig)";"2017";"Bolsward";;;
"4 Misdrijven WvSr (overig)";"2013";"Borger-Odoorn";5;1;
"4 Misdrijven WvSr (overig)";"2014";"Borger-Odoorn";10;1;
"4 Misdrijven WvSr (overig)";"2015";"Borger-Odoorn";5;1;
"4 Misdrijven WvSr (overig)";"2016";"Borger-Odoorn";5;1;
"4 Misdrijven WvSr (overig)";"2017";"Borger-Odoorn";5;1;
"4 Misdrijven WvSr (overig)";"2013";"Borne";10;1;
"4 Misdrijven WvSr (overig)";"2014";"Borne";10;1;
"4 Misdrijven WvSr (overig)";"2015";"Borne";10;2;
"4 Misdrijven WvSr (overig)";"2016";"Borne";5;1;
"4 Misdrijven WvSr (overig)";"2017";"Borne";10;1;
"4 Misdrijven WvSr (overig)";"2013";"Borsele";5;1;
"4 Misdrijven WvSr (overig)";"2014";"Borsele";5;1;
"4 Misdrijven WvSr (overig)";"2015";"Borsele";5;1;
"4 Misdrijven WvSr (overig)";"2016";"Borsele";5;1;
"4 Misdrijven WvSr (overig)";"2017";"Borsele";5;2;
"4 Misdrijven WvSr (overig)";"2013";"Boskoop";5;0;
"4 Misdrijven WvSr (overig)";"2014";"Boskoop";;;
"4 Misdrijven WvSr (overig)";"2015";"Boskoop";;;
"4 Misdrijven WvSr (overig)";"2016";"Boskoop";;;
"4 Misdrijven WvSr (overig)";"2017";"Boskoop";;;
"4 Misdrijven WvSr (overig)";"2013";"Boxmeer";15;1;
"4 Misdrijven WvSr (overig)";"2014";"Boxmeer";15;1;
"4 Misdrijven WvSr (overig)";"2015";"Boxmeer";15;1;
"4 Misdrijven WvSr (overig)";"2016";"Boxmeer";10;1;
"4 Misdrijven WvSr (overig)";"2017";"Boxmeer";5;1;
"4 Misdrijven WvSr (overig)";"2013";"Boxtel";10;1;
"4 Misdrijven WvSr (overig)";"2014";"Boxtel";15;1;
"4 Misdrijven WvSr (overig)";"2015";"Boxtel";5;0;
"4 Misdrijven WvSr (overig)";"2016";"Boxtel";25;2;
"4 Misdrijven WvSr (overig)";"2017";"Boxtel";10;1;
"4 Misdrijven WvSr (overig)";"2013";"Breda";150;1;0,8
"4 Misdrijven WvSr (overig)";"2014";"Breda";200;1;1,1
"4 Misdrijven WvSr (overig)";"2015";"Breda";165;1;0,9
"4 Misdrijven WvSr (overig)";"2016";"Breda";185;1;1
"4 Misdrijven WvSr (overig)";"2017";"Breda";185;2;1
"4 Misdrijven WvSr (overig)";"2013";"Breukelen";;;
"4 Misdrijven WvSr (overig)";"2014";"Breukelen";;;
"4 Misdrijven WvSr (overig)";"2015";"Breukelen";;;
"4 Misdrijven WvSr (overig)";"2016";"Breukelen";;;
"4 Misdrijven WvSr (overig)";"2017";"Breukelen";;;
"4 Misdrijven WvSr (overig)";"2013";"Brielle";5;1;
"4 Misdrijven WvSr (overig)";"2014";"Brielle";5;1;
"4 Misdrijven WvSr (overig)";"2015";"Brielle";5;1;
"4 Misdrijven WvSr (overig)";"2016";"Brielle";5;1;
"4 Misdrijven WvSr (overig)";"2017";"Brielle";5;0;
"4 Misdrijven WvSr (overig)";"2013";"Bronckhorst";15;1;
"4 Misdrijven WvSr (overig)";"2014";"Bronckhorst";5;0;
"4 Misdrijven WvSr (overig)";"2015";"Bronckhorst";10;1;
"4 Misdrijven WvSr (overig)";"2016";"Bronckhorst";15;2;
"4 Misdrijven WvSr (overig)";"2017";"Bronckhorst";10;1;
"4 Misdrijven WvSr (overig)";"2013";"Brummen";5;1;
"4 Misdrijven WvSr (overig)";"2014";"Brummen";10;1;
"4 Misdrijven WvSr (overig)";"2015";"Brummen";5;1;
"4 Misdrijven WvSr (overig)";"2016";"Brummen";5;1;
"4 Misdrijven WvSr (overig)";"2017";"Brummen";10;1;
"4 Misdrijven WvSr (overig)";"2013";"Brunssum";35;2;
"4 Misdrijven WvSr (overig)";"2014";"Brunssum";10;0;
"4 Misdrijven WvSr (overig)";"2015";"Brunssum";15;1;
"4 Misdrijven WvSr (overig)";"2016";"Brunssum";20;1;
"4 Misdrijven WvSr (overig)";"2017";"Brunssum";10;1;
"4 Misdrijven WvSr (overig)";"2013";"Bunnik";5;1;
"4 Misdrijven WvSr (overig)";"2014";"Bunnik";5;0;
"4 Misdrijven WvSr (overig)";"2015";"Bunnik";5;1;
"4 Misdrijven WvSr (overig)";"2016";"Bunnik";5;1;
"4 Misdrijven WvSr (overig)";"2017";"Bunnik";0;0;0
"4 Misdrijven WvSr (overig)";"2013";"Bunschoten";5;1;
"4 Misdrijven WvSr (overig)";"2014";"Bunschoten";5;1;
"4 Misdrijven WvSr (overig)";"2015";"Bunschoten";10;1;
"4 Misdrijven WvSr (overig)";"2016";"Bunschoten";5;1;
"4 Misdrijven WvSr (overig)";"2017";"Bunschoten";5;1;
"4 Misdrijven WvSr (overig)";"2013";"Buren";5;0;
"4 Misdrijven WvSr (overig)";"2014";"Buren";15;2;
"4 Misdrijven WvSr (overig)";"2015";"Buren";5;1;
"4 Misdrijven WvSr (overig)";"2016";"Buren";10;1;
"4 Misdrijven WvSr (overig)";"2017";"Buren";15;2;
"4 Misdrijven WvSr (overig)";"2013";"Bussum";15;1;
"4 Misdrijven WvSr (overig)";"2014";"Bussum";15;1;
"4 Misdrijven WvSr (overig)";"2015";"Bussum";20;1;
"4 Misdrijven WvSr (overig)";"2016";"Bussum";;;
"4 Misdrijven WvSr (overig)";"2017";"Bussum";;;
"4 Misdrijven WvSr (overig)";"2013";"Capelle aan den IJssel";35;1;
"4 Misdrijven WvSr (overig)";"2014";"Capelle aan den IJssel";40;1;
"4 Misdrijven WvSr (overig)";"2015";"Capelle aan den IJssel";40;1;
"4 Misdrijven WvSr (overig)";"2016";"Capelle aan den IJssel";35;1;
"4 Misdrijven WvSr (overig)";"2017";"Capelle aan den IJssel";25;1;
"4 Misdrijven WvSr (overig)";"2013";"Castricum";15;1;
"4 Misdrijven WvSr (overig)";"2014";"Castricum";10;1;
"4 Misdrijven WvSr (overig)";"2015";"Castricum";5;0;
"4 Misdrijven WvSr (overig)";"2016";"Castricum";5;0;
"4 Misdrijven WvSr (overig)";"2017";"Castricum";10;1;
"4 Misdrijven WvSr (overig)";"2013";"Coevorden";15;1;
"4 Misdrijven WvSr (overig)";"2014";"Coevorden";10;1;
"4 Misdrijven WvSr (overig)";"2015";"Coevorden";15;1;
"4 Misdrijven WvSr (overig)";"2016";"Coevorden";15;1;
"4 Misdrijven WvSr (overig)";"2017";"Coevorden";15;1;
"4 Misdrijven WvSr (overig)";"2013";"Cranendonck";5;1;
"4 Misdrijven WvSr (overig)";"2014";"Cranendonck";5;1;
"4 Misdrijven WvSr (overig)";"2015";"Cranendonck";5;1;
"4 Misdrijven WvSr (overig)";"2016";"Cranendonck";5;1;
"4 Misdrijven WvSr (overig)";"2017";"Cranendonck";10;1;
"4 Misdrijven WvSr (overig)";"2013";"Cromstrijen";5;1;
"4 Misdrijven WvSr (overig)";"2014";"Cromstrijen";5;1;
"4 Misdrijven WvSr (overig)";"2015";"Cromstrijen";0;0;0
"4 Misdrijven WvSr (overig)";"2016";"Cromstrijen";5;2;
"4 Misdrijven WvSr (overig)";"2017";"Cromstrijen";5;2;
"4 Misdrijven WvSr (overig)";"2013";"Cuijk";10;1;
"4 Misdrijven WvSr (overig)";"2014";"Cuijk";5;0;
"4 Misdrijven WvSr (overig)";"2015";"Cuijk";5;1;
"4 Misdrijven WvSr (overig)";"2016";"Cuijk";15;1;
"4 Misdrijven WvSr (overig)";"2017";"Cuijk";15;2;
"4 Misdrijven WvSr (overig)";"2013";"Culemborg";15;1;
"4 Misdrijven WvSr (overig)";"2014";"Culemborg";15;1;
"4 Misdrijven WvSr (overig)";"2015";"Culemborg";15;1;
"4 Misdrijven WvSr (overig)";"2016";"Culemborg";10;1;
"4 Misdrijven WvSr (overig)";"2017";"Culemborg";65;5;
"4 Misdrijven WvSr (overig)";"2013";"Dalfsen";5;0;
"4 Misdrijven WvSr (overig)";"2014";"Dalfsen";5;1;
"4 Misdrijven WvSr (overig)";"2015";"Dalfsen";5;1;
"4 Misdrijven WvSr (overig)";"2016";"Dalfsen";5;1;
"4 Misdrijven WvSr (overig)";"2017";"Dalfsen";5;1;
"4 Misdrijven WvSr (overig)";"2013";"Dantumadiel";10;2;
"4 Misdrijven WvSr (overig)";"2014";"Dantumadiel";0;0;0
"4 Misdrijven WvSr (overig)";"2015";"Dantumadiel";5;1;
"4 Misdrijven WvSr (overig)";"2016";"Dantumadiel";5;2;
"4 Misdrijven WvSr (overig)";"2017";"Dantumadiel";5;2;
"4 Misdrijven WvSr (overig)";"2013";"Delft";90;1;
"4 Misdrijven WvSr (overig)";"2014";"Delft";85;1;
"4 Misdrijven WvSr (overig)";"2015";"Delft";85;1;
"4 Misdrijven WvSr (overig)";"2016";"Delft";65;1;
"4 Misdrijven WvSr (overig)";"2017";"Delft";70;1;
"4 Misdrijven WvSr (overig)";"2013";"Delfzijl";10;1;
"4 Misdrijven WvSr (overig)";"2014";"Delfzijl";25;2;
"4 Misdrijven WvSr (overig)";"2015";"Delfzijl";10;1;
"4 Misdrijven WvSr (overig)";"2016";"Delfzijl";15;1;
"4 Misdrijven WvSr (overig)";"2017";"Delfzijl";15;1;
"4 Misdrijven WvSr (overig)";"2013";"Deurne";10;1;
"4 Misdrijven WvSr (overig)";"2014";"Deurne";20;1;
"4 Misdrijven WvSr (overig)";"2015";"Deurne";15;1;
"4 Misdrijven WvSr (overig)";"2016";"Deurne";20;2;
"4 Misdrijven WvSr (overig)";"2017";"Deurne";5;1;
"4 Misdrijven WvSr (overig)";"2013";"Deventer";115;2;1,1
"4 Misdrijven WvSr (overig)";"2014";"Deventer";120;2;1,2
"4 Misdrijven WvSr (overig)";"2015";"Deventer";155;3;1,6
"4 Misdrijven WvSr (overig)";"2016";"Deventer";125;2;1,3
"4 Misdrijven WvSr (overig)";"2017";"Deventer";105;2;1,1
"4 Misdrijven WvSr (overig)";"2013";"Diemen";5;0;
"4 Misdrijven WvSr (overig)";"2014";"Diemen";10;1;
"4 Misdrijven WvSr (overig)";"2015";"Diemen";10;1;
"4 Misdrijven WvSr (overig)";"2016";"Diemen";10;1;
"4 Misdrijven WvSr (overig)";"2017";"Diemen";10;1;
"4 Misdrijven WvSr (overig)";"2013";"Dinkelland";5;1;
"4 Misdrijven WvSr (overig)";"2014";"Dinkelland";5;1;
"4 Misdrijven WvSr (overig)";"2015";"Dinkelland";10;1;
"4 Misdrijven WvSr (overig)";"2016";"Dinkelland";5;1;
"4 Misdrijven WvSr (overig)";"2017";"Dinkelland";5;1;
"4 Misdrijven WvSr (overig)";"2013";"Dirksland";;;
"4 Misdrijven WvSr (overig)";"2014";"Dirksland";;;
"4 Misdrijven WvSr (overig)";"2015";"Dirksland";;;
"4 Misdrijven WvSr (overig)";"2016";"Dirksland";;;
"4 Misdrijven WvSr (overig)";"2017";"Dirksland";;;
"4 Misdrijven WvSr (overig)";"2013";"Doesburg";10;1;
"4 Misdrijven WvSr (overig)";"2014";"Doesburg";0;0;0
"4 Misdrijven WvSr (overig)";"2015";"Doesburg";5;1;
"4 Misdrijven WvSr (overig)";"2016";"Doesburg";5;1;
"4 Misdrijven WvSr (overig)";"2017";"Doesburg";5;1;
"4 Misdrijven WvSr (overig)";"2013";"Doetinchem";35;1;
"4 Misdrijven WvSr (overig)";"2014";"Doetinchem";40;1;
"4 Misdrijven WvSr (overig)";"2015";"Doetinchem";45;2;
"4 Misdrijven WvSr (overig)";"2016";"Doetinchem";65;3;
"4 Misdrijven WvSr (overig)";"2017";"Doetinchem";45;2;
"4 Misdrijven WvSr (overig)";"2013";"Dongen";10;1;
"4 Misdrijven WvSr (overig)";"2014";"Dongen";15;1;
"4 Misdrijven WvSr (overig)";"2015";"Dongen";5;0;
"4 Misdrijven WvSr (overig)";"2016";"Dongen";10;1;
"4 Misdrijven WvSr (overig)";"2017";"Dongen";5;1;
"4 Misdrijven WvSr (overig)";"2013";"Dongeradeel";15;2;
"4 Misdrijven WvSr (overig)";"2014";"Dongeradeel";15;2;
"4 Misdrijven WvSr (overig)";"2015";"Dongeradeel";15;2;
"4 Misdrijven WvSr (overig)";"2016";"Dongeradeel";15;2;
"4 Misdrijven WvSr (overig)";"2017";"Dongeradeel";10;2;
"4 Misdrijven WvSr (overig)";"2013";"Dordrecht";145;2;1,2
"4 Misdrijven WvSr (overig)";"2014";"Dordrecht";125;1;1,1
"4 Misdrijven WvSr (overig)";"2015";"Dordrecht";130;2;1,1
"4 Misdrijven WvSr (overig)";"2016";"Dordrecht";120;2;1
"4 Misdrijven WvSr (overig)";"2017";"Dordrecht";115;2;1
"4 Misdrijven WvSr (overig)";"2013";"Drechterland";5;1;
"4 Misdrijven WvSr (overig)";"2014";"Drechterland";5;1;
"4 Misdrijven WvSr (overig)";"2015";"Drechterland";10;1;
"4 Misdrijven WvSr (overig)";"2016";"Drechterland";10;2;
"4 Misdrijven WvSr (overig)";"2017";"Drechterland";5;1;
"4 Misdrijven WvSr (overig)";"2013";"Drimmelen";5;0;
"4 Misdrijven WvSr (overig)";"2014";"Drimmelen";5;1;
"4 Misdrijven WvSr (overig)";"2015";"Drimmelen";10;1;
"4 Misdrijven WvSr (overig)";"2016";"Drimmelen";5;1;
"4 Misdrijven WvSr (overig)";"2017";"Drimmelen";10;1;
"4 Misdrijven WvSr (overig)";"2013";"Dronten";10;1;
"4 Misdrijven WvSr (overig)";"2014";"Dronten";15;1;
"4 Misdrijven WvSr (overig)";"2015";"Dronten";15;1;
"4 Misdrijven WvSr (overig)";"2016";"Dronten";15;1;
"4 Misdrijven WvSr (overig)";"2017";"Dronten";15;1;
"4 Misdrijven WvSr (overig)";"2013";"Druten";0;0;0
"4 Misdrijven WvSr (overig)";"2014";"Druten";5;1;
"4 Misdrijven WvSr (overig)";"2015";"Druten";5;1;
"4 Misdrijven WvSr (overig)";"2016";"Druten";10;1;
"4 Misdrijven WvSr (overig)";"2017";"Druten";10;2;
"4 Misdrijven WvSr (overig)";"2013";"Duiven";5;1;
"4 Misdrijven WvSr (overig)";"2014";"Duiven";10;1;
"4 Misdrijven WvSr (overig)";"2015";"Duiven";5;1;
"4 Misdrijven WvSr (overig)";"2016";"Duiven";5;1;
"4 Misdrijven WvSr (overig)";"2017";"Duiven";5;1;
"4 Misdrijven WvSr (overig)";"2013";"Echt-Susteren";15;1;
"4 Misdrijven WvSr (overig)";"2014";"Echt-Susteren";10;1;
"4 Misdrijven WvSr (overig)";"2015";"Echt-Susteren";10;1;
"4 Misdrijven WvSr (overig)";"2016";"Echt-Susteren";10;1;
"4 Misdrijven WvSr (overig)";"2017";"Echt-Susteren";5;1;
"4 Misdrijven WvSr (overig)";"2013";"Edam-Volendam";5;1;
"4 Misdrijven WvSr (overig)";"2014";"Edam-Volendam";5;1;
"4 Misdrijven WvSr (overig)";"2015";"Edam-Volendam";10;1;
"4 Misdrijven WvSr (overig)";"2016";"Edam-Volendam";5;1;
"4 Misdrijven WvSr (overig)";"2017";"Edam-Volendam";5;0;
"4 Misdrijven WvSr (overig)";"2013";"Ede";75;1;
"4 Misdrijven WvSr (overig)";"2014";"Ede";95;2;0,9
"4 Misdrijven WvSr (overig)";"2015";"Ede";105;2;1
"4 Misdrijven WvSr (overig)";"2016";"Ede";95;2;
"4 Misdrijven WvSr (overig)";"2017";"Ede";65;1;
"4 Misdrijven WvSr (overig)";"2013";"Eemnes";0;0;0
"4 Misdrijven WvSr (overig)";"2014";"Eemnes";0;0;0
"4 Misdrijven WvSr (overig)";"2015";"Eemnes";0;0;0
"4 Misdrijven WvSr (overig)";"2016";"Eemnes";5;2;
"4 Misdrijven WvSr (overig)";"2017";"Eemnes";5;1;
"4 Misdrijven WvSr (overig)";"2013";"Eemsmond";15;2;
"4 Misdrijven WvSr (overig)";"2014";"Eemsmond";0;0;0
"4 Misdrijven WvSr (overig)";"2015";"Eemsmond";5;1;
"4 Misdrijven WvSr (overig)";"2016";"Eemsmond";10;2;
"4 Misdrijven WvSr (overig)";"2017";"Eemsmond";5;1;
"4 Misdrijven WvSr (overig)";"2013";"Eersel";5;0;
"4 Misdrijven WvSr (overig)";"2014";"Eersel";10;1;
"4 Misdrijven WvSr (overig)";"2015";"Eersel";5;1;
"4 Misdrijven WvSr (overig)";"2016";"Eersel";0;0;0
"4 Misdrijven WvSr (overig)";"2017";"Eersel";0;0;0
"4 Misdrijven WvSr (overig)";"2013";"Eijsden";;;
"4 Misdrijven WvSr (overig)";"2014";"Eijsden";;;
"4 Misdrijven WvSr (overig)";"2015";"Eijsden";;;
"4 Misdrijven WvSr (overig)";"2016";"Eijsden";;;
