,Provincie,Regio's,Perioden,Bedrijfstak_code,Bedrijfstak,Vestigingen (aantal),Aantal_vestigingen_genormaliseerd,Vestigingen Klasse
10736,Limburg,Margraten,2018,J,Informatie en communicatie,0.0,0.0,Geen
10737,Limburg,Margraten,2018,K,Financiële dienstverlening,0.0,0.0,Geen
10738,Limburg,Margraten,2018,L,Verhuur en handel van onroerend goed,0.0,0.0,Geen
10739,Limburg,Margraten,2018,M,Specialistische zakelijke diensten,0.0,0.0,Geen
10740,Limburg,Margraten,2018,N,Verhuur en overige zakelijke diensten,0.0,0.0,Geen
10741,Limburg,Margraten,2018,R,"Cultuur, sport en recreatie",0.0,0.0,Geen
10742,Limburg,Margraten,2018,S,Overige dienstverlening,0.0,0.0,Geen
10743,Limburg,Margraten,2018,U,Extraterritoriale organisaties,0.0,0.0,Geen
10744,Limburg,Meerssen,2015,A,"Landbouw, bosbouw en visserij",55.0,0.0015155690272802425,Middel
10745,Limburg,Meerssen,2015,B,Delfstoffenwinning,0.0,0.0,Geen
10746,Limburg,Meerssen,2015,C,Industrie,70.0,0.0019289060347203086,Middel-Hoog
10747,Limburg,Meerssen,2015,D,Energievoorziening,0.0,0.0,Geen
10748,Limburg,Meerssen,2015,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
10749,Limburg,Meerssen,2015,F,Bouwnijverheid,135.0,0.0037200330669605952,Middel-Hoog
10750,Limburg,Meerssen,2015,G,Handel,245.0,0.00675117112152108,Hoog
10751,Limburg,Meerssen,2015,H,Vervoer en opslag,35.0,0.0009644530173601543,Middel
10752,Limburg,Meerssen,2015,I,Horeca,80.0,0.002204464039680353,Middel-Hoog
10753,Limburg,Meerssen,2015,J,Informatie en communicatie,55.0,0.0015155690272802425,Middel
10754,Limburg,Meerssen,2015,K,Financiële dienstverlening,105.0,0.002893359052080463,Middel-Hoog
10755,Limburg,Meerssen,2015,L,Verhuur en handel van onroerend goed,25.0,0.0006888950124001103,Middel
10756,Limburg,Meerssen,2015,M,Specialistische zakelijke diensten,325.0,0.008955635161201432,Hoog
10757,Limburg,Meerssen,2015,N,Verhuur en overige zakelijke diensten,75.0,0.002066685037200331,Middel-Hoog
10758,Limburg,Meerssen,2015,R,"Cultuur, sport en recreatie",85.0,0.002342243042160375,Middel-Hoog
10759,Limburg,Meerssen,2015,S,Overige dienstverlening,120.0,0.003306696059520529,Middel-Hoog
10760,Limburg,Meerssen,2015,U,Extraterritoriale organisaties,0.0,0.0,Geen
10761,Limburg,Meerssen,2016,A,"Landbouw, bosbouw en visserij",50.0,0.0013777900248002205,Middel
10762,Limburg,Meerssen,2016,B,Delfstoffenwinning,0.0,0.0,Geen
10763,Limburg,Meerssen,2016,C,Industrie,65.0,0.0017911270322402866,Geen
10764,Limburg,Meerssen,2016,D,Energievoorziening,0.0,0.0,Geen
10765,Limburg,Meerssen,2016,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
10766,Limburg,Meerssen,2016,F,Bouwnijverheid,130.0,0.0035822540644805732,Middel-Hoog
10767,Limburg,Meerssen,2016,G,Handel,255.0,0.007026729126481124,Hoog
10768,Limburg,Meerssen,2016,H,Vervoer en opslag,35.0,0.0009644530173601543,Middel
10769,Limburg,Meerssen,2016,I,Horeca,80.0,0.002204464039680353,Middel-Hoog
10770,Limburg,Meerssen,2016,J,Informatie en communicatie,60.0,0.0016533480297602646,Middel
10771,Limburg,Meerssen,2016,K,Financiële dienstverlening,100.0,0.002755580049600441,Middel-Hoog
10772,Limburg,Meerssen,2016,L,Verhuur en handel van onroerend goed,25.0,0.0006888950124001103,Middel
10773,Limburg,Meerssen,2016,M,Specialistische zakelijke diensten,340.0,0.0093689721686415,Hoog
10774,Limburg,Meerssen,2016,N,Verhuur en overige zakelijke diensten,80.0,0.002204464039680353,Middel-Hoog
10775,Limburg,Meerssen,2016,R,"Cultuur, sport en recreatie",80.0,0.002204464039680353,Middel-Hoog
10776,Limburg,Meerssen,2016,S,Overige dienstverlening,120.0,0.003306696059520529,Middel-Hoog
10777,Limburg,Meerssen,2016,U,Extraterritoriale organisaties,0.0,0.0,Geen
10778,Limburg,Meerssen,2017,A,"Landbouw, bosbouw en visserij",55.0,0.0015155690272802425,Middel
10779,Limburg,Meerssen,2017,B,Delfstoffenwinning,0.0,0.0,Geen
10780,Limburg,Meerssen,2017,C,Industrie,65.0,0.0017911270322402866,Geen
10781,Limburg,Meerssen,2017,D,Energievoorziening,0.0,0.0,Geen
10782,Limburg,Meerssen,2017,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
10783,Limburg,Meerssen,2017,F,Bouwnijverheid,145.0,0.003995591071920639,Middel-Hoog
10784,Limburg,Meerssen,2017,G,Handel,240.0,0.006613392119041058,Hoog
10785,Limburg,Meerssen,2017,H,Vervoer en opslag,40.0,0.0011022320198401765,Middel
10786,Limburg,Meerssen,2017,I,Horeca,80.0,0.002204464039680353,Middel-Hoog
10787,Limburg,Meerssen,2017,J,Informatie en communicatie,60.0,0.0016533480297602646,Middel
10788,Limburg,Meerssen,2017,K,Financiële dienstverlening,110.0,0.003031138054560485,Middel-Hoog
10789,Limburg,Meerssen,2017,L,Verhuur en handel van onroerend goed,30.0,0.0008266740148801323,Middel
10790,Limburg,Meerssen,2017,M,Specialistische zakelijke diensten,355.0,0.009782309176081565,Hoog
10791,Limburg,Meerssen,2017,N,Verhuur en overige zakelijke diensten,70.0,0.0019289060347203086,Middel-Hoog
10792,Limburg,Meerssen,2017,R,"Cultuur, sport en recreatie",85.0,0.002342243042160375,Middel-Hoog
10793,Limburg,Meerssen,2017,S,Overige dienstverlening,130.0,0.0035822540644805732,Middel-Hoog
10794,Limburg,Meerssen,2017,U,Extraterritoriale organisaties,0.0,0.0,Geen
10795,Limburg,Meerssen,2018,A,"Landbouw, bosbouw en visserij",55.0,0.0015155690272802425,Middel
10796,Limburg,Meerssen,2018,B,Delfstoffenwinning,0.0,0.0,Geen
10797,Limburg,Meerssen,2018,C,Industrie,65.0,0.0017911270322402866,Geen
10798,Limburg,Meerssen,2018,D,Energievoorziening,0.0,0.0,Geen
10799,Limburg,Meerssen,2018,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
10800,Limburg,Meerssen,2018,F,Bouwnijverheid,155.0,0.004271149076880683,Middel-Hoog
10801,Limburg,Meerssen,2018,G,Handel,235.0,0.006475613116561036,Hoog
10802,Limburg,Meerssen,2018,H,Vervoer en opslag,40.0,0.0011022320198401765,Middel
10803,Limburg,Meerssen,2018,I,Horeca,80.0,0.002204464039680353,Middel-Hoog
10804,Limburg,Meerssen,2018,J,Informatie en communicatie,60.0,0.0016533480297602646,Middel
10805,Limburg,Meerssen,2018,K,Financiële dienstverlening,115.0,0.003168917057040507,Middel-Hoog
10806,Limburg,Meerssen,2018,L,Verhuur en handel van onroerend goed,30.0,0.0008266740148801323,Middel
10807,Limburg,Meerssen,2018,M,Specialistische zakelijke diensten,365.0,0.010057867181041609,Hoog
10808,Limburg,Meerssen,2018,N,Verhuur en overige zakelijke diensten,70.0,0.0019289060347203086,Middel-Hoog
10809,Limburg,Meerssen,2018,R,"Cultuur, sport en recreatie",95.0,0.002617801047120419,Middel-Hoog
10810,Limburg,Meerssen,2018,S,Overige dienstverlening,130.0,0.0035822540644805732,Middel-Hoog
10811,Limburg,Meerssen,2018,U,Extraterritoriale organisaties,0.0,0.0,Geen
10812,Limburg,Mook en Middelaar,2015,A,"Landbouw, bosbouw en visserij",15.0,0.00041333700744006614,Middel
10813,Limburg,Mook en Middelaar,2015,B,Delfstoffenwinning,0.0,0.0,Geen
10814,Limburg,Mook en Middelaar,2015,C,Industrie,45.0,0.0012400110223201985,Middel
10815,Limburg,Mook en Middelaar,2015,D,Energievoorziening,0.0,0.0,Geen
10816,Limburg,Mook en Middelaar,2015,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
10817,Limburg,Mook en Middelaar,2015,F,Bouwnijverheid,55.0,0.0015155690272802425,Middel
10818,Limburg,Mook en Middelaar,2015,G,Handel,90.0,0.002480022044640397,Middel-Hoog
10819,Limburg,Mook en Middelaar,2015,H,Vervoer en opslag,5.0,0.00013777900248002206,Middel
10820,Limburg,Mook en Middelaar,2015,I,Horeca,35.0,0.0009644530173601543,Middel
10821,Limburg,Mook en Middelaar,2015,J,Informatie en communicatie,25.0,0.0006888950124001103,Middel
10822,Limburg,Mook en Middelaar,2015,K,Financiële dienstverlening,95.0,0.002617801047120419,Middel-Hoog
10823,Limburg,Mook en Middelaar,2015,L,Verhuur en handel van onroerend goed,15.0,0.00041333700744006614,Middel
10824,Limburg,Mook en Middelaar,2015,M,Specialistische zakelijke diensten,155.0,0.004271149076880683,Middel-Hoog
10825,Limburg,Mook en Middelaar,2015,N,Verhuur en overige zakelijke diensten,25.0,0.0006888950124001103,Middel
10826,Limburg,Mook en Middelaar,2015,R,"Cultuur, sport en recreatie",45.0,0.0012400110223201985,Middel
10827,Limburg,Mook en Middelaar,2015,S,Overige dienstverlening,40.0,0.0011022320198401765,Middel
10828,Limburg,Mook en Middelaar,2015,U,Extraterritoriale organisaties,0.0,0.0,Geen
10829,Limburg,Mook en Middelaar,2016,A,"Landbouw, bosbouw en visserij",15.0,0.00041333700744006614,Middel
10830,Limburg,Mook en Middelaar,2016,B,Delfstoffenwinning,0.0,0.0,Geen
10831,Limburg,Mook en Middelaar,2016,C,Industrie,40.0,0.0011022320198401765,Middel
10832,Limburg,Mook en Middelaar,2016,D,Energievoorziening,0.0,0.0,Geen
10833,Limburg,Mook en Middelaar,2016,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
10834,Limburg,Mook en Middelaar,2016,F,Bouwnijverheid,55.0,0.0015155690272802425,Middel
10835,Limburg,Mook en Middelaar,2016,G,Handel,90.0,0.002480022044640397,Middel-Hoog
10836,Limburg,Mook en Middelaar,2016,H,Vervoer en opslag,10.0,0.0002755580049600441,Middel
10837,Limburg,Mook en Middelaar,2016,I,Horeca,35.0,0.0009644530173601543,Middel
10838,Limburg,Mook en Middelaar,2016,J,Informatie en communicatie,25.0,0.0006888950124001103,Middel
10839,Limburg,Mook en Middelaar,2016,K,Financiële dienstverlening,95.0,0.002617801047120419,Middel-Hoog
10840,Limburg,Mook en Middelaar,2016,L,Verhuur en handel van onroerend goed,15.0,0.00041333700744006614,Middel
10841,Limburg,Mook en Middelaar,2016,M,Specialistische zakelijke diensten,165.0,0.004546707081840727,Middel-Hoog
10842,Limburg,Mook en Middelaar,2016,N,Verhuur en overige zakelijke diensten,25.0,0.0006888950124001103,Middel
10843,Limburg,Mook en Middelaar,2016,R,"Cultuur, sport en recreatie",45.0,0.0012400110223201985,Middel
10844,Limburg,Mook en Middelaar,2016,S,Overige dienstverlening,45.0,0.0012400110223201985,Middel
10845,Limburg,Mook en Middelaar,2016,U,Extraterritoriale organisaties,0.0,0.0,Geen
10846,Limburg,Mook en Middelaar,2017,A,"Landbouw, bosbouw en visserij",15.0,0.00041333700744006614,Middel
10847,Limburg,Mook en Middelaar,2017,B,Delfstoffenwinning,0.0,0.0,Geen
10848,Limburg,Mook en Middelaar,2017,C,Industrie,45.0,0.0012400110223201985,Middel
10849,Limburg,Mook en Middelaar,2017,D,Energievoorziening,0.0,0.0,Geen
10850,Limburg,Mook en Middelaar,2017,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
10851,Limburg,Mook en Middelaar,2017,F,Bouwnijverheid,60.0,0.0016533480297602646,Middel
10852,Limburg,Mook en Middelaar,2017,G,Handel,85.0,0.002342243042160375,Middel-Hoog
10853,Limburg,Mook en Middelaar,2017,H,Vervoer en opslag,5.0,0.00013777900248002206,Middel
10854,Limburg,Mook en Middelaar,2017,I,Horeca,35.0,0.0009644530173601543,Middel
10855,Limburg,Mook en Middelaar,2017,J,Informatie en communicatie,35.0,0.0009644530173601543,Middel
10856,Limburg,Mook en Middelaar,2017,K,Financiële dienstverlening,95.0,0.002617801047120419,Middel-Hoog
10857,Limburg,Mook en Middelaar,2017,L,Verhuur en handel van onroerend goed,15.0,0.00041333700744006614,Middel
10858,Limburg,Mook en Middelaar,2017,M,Specialistische zakelijke diensten,160.0,0.004408928079360706,Middel-Hoog
10859,Limburg,Mook en Middelaar,2017,N,Verhuur en overige zakelijke diensten,30.0,0.0008266740148801323,Middel
10860,Limburg,Mook en Middelaar,2017,R,"Cultuur, sport en recreatie",45.0,0.0012400110223201985,Middel
10861,Limburg,Mook en Middelaar,2017,S,Overige dienstverlening,45.0,0.0012400110223201985,Middel
10862,Limburg,Mook en Middelaar,2017,U,Extraterritoriale organisaties,0.0,0.0,Geen
10863,Limburg,Mook en Middelaar,2018,A,"Landbouw, bosbouw en visserij",15.0,0.00041333700744006614,Middel
10864,Limburg,Mook en Middelaar,2018,B,Delfstoffenwinning,0.0,0.0,Geen
10865,Limburg,Mook en Middelaar,2018,C,Industrie,40.0,0.0011022320198401765,Middel
10866,Limburg,Mook en Middelaar,2018,D,Energievoorziening,0.0,0.0,Geen
10867,Limburg,Mook en Middelaar,2018,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
10868,Limburg,Mook en Middelaar,2018,F,Bouwnijverheid,70.0,0.0019289060347203086,Middel-Hoog
10869,Limburg,Mook en Middelaar,2018,G,Handel,90.0,0.002480022044640397,Middel-Hoog
10870,Limburg,Mook en Middelaar,2018,H,Vervoer en opslag,10.0,0.0002755580049600441,Middel
10871,Limburg,Mook en Middelaar,2018,I,Horeca,40.0,0.0011022320198401765,Middel
10872,Limburg,Mook en Middelaar,2018,J,Informatie en communicatie,40.0,0.0011022320198401765,Middel
10873,Limburg,Mook en Middelaar,2018,K,Financiële dienstverlening,90.0,0.002480022044640397,Middel-Hoog
10874,Limburg,Mook en Middelaar,2018,L,Verhuur en handel van onroerend goed,10.0,0.0002755580049600441,Middel
10875,Limburg,Mook en Middelaar,2018,M,Specialistische zakelijke diensten,165.0,0.004546707081840727,Middel-Hoog
10876,Limburg,Mook en Middelaar,2018,N,Verhuur en overige zakelijke diensten,30.0,0.0008266740148801323,Middel
10877,Limburg,Mook en Middelaar,2018,R,"Cultuur, sport en recreatie",45.0,0.0012400110223201985,Middel
10878,Limburg,Mook en Middelaar,2018,S,Overige dienstverlening,50.0,0.0013777900248002205,Middel
10879,Limburg,Mook en Middelaar,2018,U,Extraterritoriale organisaties,0.0,0.0,Geen
10880,Limburg,Nederweert,2015,A,"Landbouw, bosbouw en visserij",315.0,0.00868007715624139,Hoog
10881,Limburg,Nederweert,2015,B,Delfstoffenwinning,0.0,0.0,Geen
10882,Limburg,Nederweert,2015,C,Industrie,145.0,0.003995591071920639,Middel-Hoog
10883,Limburg,Nederweert,2015,D,Energievoorziening,0.0,0.0,Geen
10884,Limburg,Nederweert,2015,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
10885,Limburg,Nederweert,2015,F,Bouwnijverheid,205.0,0.005648939101680904,Hoog
10886,Limburg,Nederweert,2015,G,Handel,315.0,0.00868007715624139,Hoog
10887,Limburg,Nederweert,2015,H,Vervoer en opslag,35.0,0.0009644530173601543,Middel
10888,Limburg,Nederweert,2015,I,Horeca,65.0,0.0017911270322402866,Geen
10889,Limburg,Nederweert,2015,J,Informatie en communicatie,60.0,0.0016533480297602646,Middel
10890,Limburg,Nederweert,2015,K,Financiële dienstverlening,110.0,0.003031138054560485,Middel-Hoog
10891,Limburg,Nederweert,2015,L,Verhuur en handel van onroerend goed,15.0,0.00041333700744006614,Middel
10892,Limburg,Nederweert,2015,M,Specialistische zakelijke diensten,230.0,0.006337834114081014,Hoog
10893,Limburg,Nederweert,2015,N,Verhuur en overige zakelijke diensten,75.0,0.002066685037200331,Middel-Hoog
10894,Limburg,Nederweert,2015,R,"Cultuur, sport en recreatie",65.0,0.0017911270322402866,Geen
10895,Limburg,Nederweert,2015,S,Overige dienstverlening,110.0,0.003031138054560485,Middel-Hoog
10896,Limburg,Nederweert,2015,U,Extraterritoriale organisaties,0.0,0.0,Geen
10897,Limburg,Nederweert,2016,A,"Landbouw, bosbouw en visserij",310.0,0.008542298153761367,Hoog
10898,Limburg,Nederweert,2016,B,Delfstoffenwinning,0.0,0.0,Geen
10899,Limburg,Nederweert,2016,C,Industrie,150.0,0.004133370074400662,Middel-Hoog
10900,Limburg,Nederweert,2016,D,Energievoorziening,0.0,0.0,Geen
10901,Limburg,Nederweert,2016,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
10902,Limburg,Nederweert,2016,F,Bouwnijverheid,210.0,0.005786718104160926,Hoog
10903,Limburg,Nederweert,2016,G,Handel,325.0,0.008955635161201432,Hoog
10904,Limburg,Nederweert,2016,H,Vervoer en opslag,35.0,0.0009644530173601543,Middel
10905,Limburg,Nederweert,2016,I,Horeca,65.0,0.0017911270322402866,Geen
10906,Limburg,Nederweert,2016,J,Informatie en communicatie,55.0,0.0015155690272802425,Middel
10907,Limburg,Nederweert,2016,K,Financiële dienstverlening,120.0,0.003306696059520529,Middel-Hoog
10908,Limburg,Nederweert,2016,L,Verhuur en handel van onroerend goed,15.0,0.00041333700744006614,Middel
10909,Limburg,Nederweert,2016,M,Specialistische zakelijke diensten,245.0,0.00675117112152108,Hoog
10910,Limburg,Nederweert,2016,N,Verhuur en overige zakelijke diensten,65.0,0.0017911270322402866,Geen
10911,Limburg,Nederweert,2016,R,"Cultuur, sport en recreatie",60.0,0.0016533480297602646,Middel
10912,Limburg,Nederweert,2016,S,Overige dienstverlening,115.0,0.003168917057040507,Middel-Hoog
10913,Limburg,Nederweert,2016,U,Extraterritoriale organisaties,0.0,0.0,Geen
10914,Limburg,Nederweert,2017,A,"Landbouw, bosbouw en visserij",320.0,0.008817856158721412,Hoog
10915,Limburg,Nederweert,2017,B,Delfstoffenwinning,0.0,0.0,Geen
10916,Limburg,Nederweert,2017,C,Industrie,145.0,0.003995591071920639,Middel-Hoog
10917,Limburg,Nederweert,2017,D,Energievoorziening,0.0,0.0,Geen
10918,Limburg,Nederweert,2017,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
10919,Limburg,Nederweert,2017,F,Bouwnijverheid,215.0,0.005924497106640948,Hoog
10920,Limburg,Nederweert,2017,G,Handel,315.0,0.00868007715624139,Hoog
10921,Limburg,Nederweert,2017,H,Vervoer en opslag,35.0,0.0009644530173601543,Middel
10922,Limburg,Nederweert,2017,I,Horeca,65.0,0.0017911270322402866,Geen
10923,Limburg,Nederweert,2017,J,Informatie en communicatie,50.0,0.0013777900248002205,Middel
10924,Limburg,Nederweert,2017,K,Financiële dienstverlening,125.0,0.003444475062000551,Middel-Hoog
10925,Limburg,Nederweert,2017,L,Verhuur en handel van onroerend goed,15.0,0.00041333700744006614,Middel
10926,Limburg,Nederweert,2017,M,Specialistische zakelijke diensten,240.0,0.006613392119041058,Hoog
10927,Limburg,Nederweert,2017,N,Verhuur en overige zakelijke diensten,75.0,0.002066685037200331,Middel-Hoog
10928,Limburg,Nederweert,2017,R,"Cultuur, sport en recreatie",65.0,0.0017911270322402866,Geen
10929,Limburg,Nederweert,2017,S,Overige dienstverlening,120.0,0.003306696059520529,Middel-Hoog
10930,Limburg,Nederweert,2017,U,Extraterritoriale organisaties,0.0,0.0,Geen
10931,Limburg,Nederweert,2018,A,"Landbouw, bosbouw en visserij",325.0,0.008955635161201432,Hoog
10932,Limburg,Nederweert,2018,B,Delfstoffenwinning,0.0,0.0,Geen
10933,Limburg,Nederweert,2018,C,Industrie,150.0,0.004133370074400662,Middel-Hoog
10934,Limburg,Nederweert,2018,D,Energievoorziening,0.0,0.0,Geen
10935,Limburg,Nederweert,2018,E,Waterbedrijven en afvalbeheer,5.0,0.00013777900248002206,Middel
10936,Limburg,Nederweert,2018,F,Bouwnijverheid,225.0,0.006200055111600992,Hoog
10937,Limburg,Nederweert,2018,G,Handel,325.0,0.008955635161201432,Hoog
10938,Limburg,Nederweert,2018,H,Vervoer en opslag,35.0,0.0009644530173601543,Middel
10939,Limburg,Nederweert,2018,I,Horeca,65.0,0.0017911270322402866,Geen
10940,Limburg,Nederweert,2018,J,Informatie en communicatie,50.0,0.0013777900248002205,Middel
10941,Limburg,Nederweert,2018,K,Financiële dienstverlening,140.0,0.0038578120694406173,Middel-Hoog
10942,Limburg,Nederweert,2018,L,Verhuur en handel van onroerend goed,20.0,0.0005511160099200882,Middel
10943,Limburg,Nederweert,2018,M,Specialistische zakelijke diensten,250.0,0.006888950124001102,Hoog
10944,Limburg,Nederweert,2018,N,Verhuur en overige zakelijke diensten,75.0,0.002066685037200331,Middel-Hoog
10945,Limburg,Nederweert,2018,R,"Cultuur, sport en recreatie",65.0,0.0017911270322402866,Geen
10946,Limburg,Nederweert,2018,S,Overige dienstverlening,125.0,0.003444475062000551,Middel-Hoog
10947,Limburg,Nederweert,2018,U,Extraterritoriale organisaties,0.0,0.0,Geen
10948,Limburg,Nuth,2015,A,"Landbouw, bosbouw en visserij",85.0,0.002342243042160375,Middel-Hoog
10949,Limburg,Nuth,2015,B,Delfstoffenwinning,0.0,0.0,Geen
10950,Limburg,Nuth,2015,C,Industrie,50.0,0.0013777900248002205,Middel
10951,Limburg,Nuth,2015,D,Energievoorziening,0.0,0.0,Geen
10952,Limburg,Nuth,2015,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
10953,Limburg,Nuth,2015,F,Bouwnijverheid,130.0,0.0035822540644805732,Middel-Hoog
10954,Limburg,Nuth,2015,G,Handel,235.0,0.006475613116561036,Hoog
10955,Limburg,Nuth,2015,H,Vervoer en opslag,30.0,0.0008266740148801323,Middel
10956,Limburg,Nuth,2015,I,Horeca,50.0,0.0013777900248002205,Middel
10957,Limburg,Nuth,2015,J,Informatie en communicatie,60.0,0.0016533480297602646,Middel
10958,Limburg,Nuth,2015,K,Financiële dienstverlening,85.0,0.002342243042160375,Middel-Hoog
10959,Limburg,Nuth,2015,L,Verhuur en handel van onroerend goed,20.0,0.0005511160099200882,Middel
10960,Limburg,Nuth,2015,M,Specialistische zakelijke diensten,235.0,0.006475613116561036,Hoog
10961,Limburg,Nuth,2015,N,Verhuur en overige zakelijke diensten,60.0,0.0016533480297602646,Middel
10962,Limburg,Nuth,2015,R,"Cultuur, sport en recreatie",75.0,0.002066685037200331,Middel-Hoog
10963,Limburg,Nuth,2015,S,Overige dienstverlening,95.0,0.002617801047120419,Middel-Hoog
10964,Limburg,Nuth,2015,U,Extraterritoriale organisaties,0.0,0.0,Geen
10965,Limburg,Nuth,2016,A,"Landbouw, bosbouw en visserij",85.0,0.002342243042160375,Middel-Hoog
10966,Limburg,Nuth,2016,B,Delfstoffenwinning,0.0,0.0,Geen
10967,Limburg,Nuth,2016,C,Industrie,50.0,0.0013777900248002205,Middel
10968,Limburg,Nuth,2016,D,Energievoorziening,0.0,0.0,Geen
10969,Limburg,Nuth,2016,E,Waterbedrijven en afvalbeheer,0.0,0.0,Geen
10970,Limburg,Nuth,2016,F,Bouwnijverheid,135.0,0.0037200330669605952,Middel-Hoog
