,Soort_misdrijf,Perioden,Regio's,Provincie,Aantal_misdrijven,Misdrijven_relatief(%),Aantal_misdrijven_genormaliseerd,Aantal_misdrijven_klasse
6674,"2 Vernielingen, misdr.openb.orde/gezag",2017,Haarlemmermeer,Noord-Holland,955.0,10.0,0.009394982784062962,Hoog
6675,3 Gewelds- en seksuele misdrijven,2013,Haarlemmermeer,Noord-Holland,755.0,6.0,0.007427447122479096,Hoog
6676,3 Gewelds- en seksuele misdrijven,2014,Haarlemmermeer,Noord-Holland,715.0,6.0,0.007033939990162322,Hoog
6677,3 Gewelds- en seksuele misdrijven,2015,Haarlemmermeer,Noord-Holland,710.0,6.0,0.006984751598622725,Hoog
6678,3 Gewelds- en seksuele misdrijven,2016,Haarlemmermeer,Noord-Holland,675.0,7.0,0.006640432857845549,Hoog
6679,3 Gewelds- en seksuele misdrijven,2017,Haarlemmermeer,Noord-Holland,585.0,6.0,0.005755041810132809,Hoog
6680,4 Misdrijven WvSr (overig),2013,Haarlemmermeer,Noord-Holland,65.0,1.0,0.0006394490900147565,Midden
6681,4 Misdrijven WvSr (overig),2014,Haarlemmermeer,Noord-Holland,90.0,1.0,0.0008853910477127398,Midden
6682,4 Misdrijven WvSr (overig),2015,Haarlemmermeer,Noord-Holland,85.0,1.0,0.0008362026561731431,Midden
6683,4 Misdrijven WvSr (overig),2016,Haarlemmermeer,Noord-Holland,105.0,1.0,0.0010329562223315297,Midden
6684,4 Misdrijven WvSr (overig),2017,Haarlemmermeer,Noord-Holland,80.0,1.0,0.0007870142646335466,Midden
6685,5 Verkeersmisdrijven,2013,Haarlemmermeer,Noord-Holland,1380.0,11.0,0.013575996064928677,Hoog
6686,5 Verkeersmisdrijven,2014,Haarlemmermeer,Noord-Holland,1265.0,11.0,0.012444663059517955,Hoog
6687,5 Verkeersmisdrijven,2015,Haarlemmermeer,Noord-Holland,1315.0,11.0,0.01293654697491392,Hoog
6688,5 Verkeersmisdrijven,2016,Haarlemmermeer,Noord-Holland,1270.0,12.0,0.012493851451057551,Hoog
6689,5 Verkeersmisdrijven,2017,Haarlemmermeer,Noord-Holland,1260.0,13.0,0.012395474667978358,Hoog
6690,6 Drugsmisdrijven,2013,Haarlemmermeer,Noord-Holland,935.0,7.0,0.009198229217904575,Hoog
6691,6 Drugsmisdrijven,2014,Haarlemmermeer,Noord-Holland,1125.0,9.0,0.011067388096409248,Hoog
6692,6 Drugsmisdrijven,2015,Haarlemmermeer,Noord-Holland,980.0,8.0,0.009640924741760945,Hoog
6693,6 Drugsmisdrijven,2016,Haarlemmermeer,Noord-Holland,625.0,6.0,0.006148548942449582,Hoog
6694,6 Drugsmisdrijven,2017,Haarlemmermeer,Noord-Holland,600.0,6.0,0.005902606984751599,Hoog
6695,7 (Vuur)wapenmisdrijven,2013,Haarlemmermeer,Noord-Holland,620.0,5.0,0.006099360550909986,Hoog
6696,7 (Vuur)wapenmisdrijven,2014,Haarlemmermeer,Noord-Holland,425.0,4.0,0.004181013280865716,Hoog
6697,7 (Vuur)wapenmisdrijven,2015,Haarlemmermeer,Noord-Holland,335.0,3.0,0.003295622233152976,Hoog
6698,7 (Vuur)wapenmisdrijven,2016,Haarlemmermeer,Noord-Holland,245.0,2.0,0.002410231185440236,Midden
6699,7 (Vuur)wapenmisdrijven,2017,Haarlemmermeer,Noord-Holland,140.0,1.0,0.0013772749631087064,Midden
6700,9 Misdrijven overige wetten,2013,Haarlemmermeer,Noord-Holland,30.0,0.0,0.00029513034923757994,Midden
6701,9 Misdrijven overige wetten,2014,Haarlemmermeer,Noord-Holland,60.0,1.0,0.0005902606984751599,Midden
6702,9 Misdrijven overige wetten,2015,Haarlemmermeer,Noord-Holland,50.0,0.0,0.0004918839153959665,Midden
6703,9 Misdrijven overige wetten,2016,Haarlemmermeer,Noord-Holland,25.0,0.0,0.00024594195769798326,Midden
6704,9 Misdrijven overige wetten,2017,Haarlemmermeer,Noord-Holland,25.0,0.0,0.00024594195769798326,Midden
6705,"Misdrijven, totaal",2013,Halderberge,Noord-Brabant,1370.0,100.0,0.013477619281849484,Hoog
6706,"Misdrijven, totaal",2014,Halderberge,Noord-Brabant,1370.0,100.0,0.013477619281849484,Hoog
6707,"Misdrijven, totaal",2015,Halderberge,Noord-Brabant,1175.0,100.0,0.011559272011805214,Hoog
6708,"Misdrijven, totaal",2016,Halderberge,Noord-Brabant,1145.0,100.0,0.011264141662567635,Hoog
6709,"Misdrijven, totaal",2017,Halderberge,Noord-Brabant,870.0,100.0,0.008558780127889819,Hoog
6710,1 Vermogensmisdrijven,2013,Halderberge,Noord-Brabant,810.0,59.0,0.007968519429414659,Hoog
6711,1 Vermogensmisdrijven,2014,Halderberge,Noord-Brabant,765.0,56.0,0.007525823905558289,Hoog
6712,1 Vermogensmisdrijven,2015,Halderberge,Noord-Brabant,595.0,51.0,0.005853418593212002,Hoog
6713,1 Vermogensmisdrijven,2016,Halderberge,Noord-Brabant,645.0,56.0,0.006345302508607969,Hoog
6714,1 Vermogensmisdrijven,2017,Halderberge,Noord-Brabant,520.0,60.0,0.005115592720118052,Hoog
6715,"2 Vernielingen, misdr.openb.orde/gezag",2013,Halderberge,Noord-Brabant,215.0,16.0,0.002115100836202656,Midden
6716,"2 Vernielingen, misdr.openb.orde/gezag",2014,Halderberge,Noord-Brabant,185.0,13.0,0.0018199704869650763,Midden
6717,"2 Vernielingen, misdr.openb.orde/gezag",2015,Halderberge,Noord-Brabant,180.0,15.0,0.0017707820954254796,Midden
6718,"2 Vernielingen, misdr.openb.orde/gezag",2016,Halderberge,Noord-Brabant,140.0,12.0,0.0013772749631087064,Midden
6719,"2 Vernielingen, misdr.openb.orde/gezag",2017,Halderberge,Noord-Brabant,100.0,11.0,0.000983767830791933,Midden
6720,3 Gewelds- en seksuele misdrijven,2013,Halderberge,Noord-Brabant,115.0,8.0,0.001131333005410723,Midden
6721,3 Gewelds- en seksuele misdrijven,2014,Halderberge,Noord-Brabant,145.0,11.0,0.0014264633546483031,Midden
6722,3 Gewelds- en seksuele misdrijven,2015,Halderberge,Noord-Brabant,135.0,12.0,0.0013280865715691098,Midden
6723,3 Gewelds- en seksuele misdrijven,2016,Halderberge,Noord-Brabant,100.0,9.0,0.000983767830791933,Midden
6724,3 Gewelds- en seksuele misdrijven,2017,Halderberge,Noord-Brabant,85.0,10.0,0.0008362026561731431,Midden
6725,4 Misdrijven WvSr (overig),2013,Halderberge,Noord-Brabant,10.0,1.0,9.837678307919332e-05,Laag
6726,4 Misdrijven WvSr (overig),2014,Halderberge,Noord-Brabant,15.0,1.0,0.00014756517461878997,Midden
6727,4 Misdrijven WvSr (overig),2015,Halderberge,Noord-Brabant,10.0,1.0,9.837678307919332e-05,Laag
6728,4 Misdrijven WvSr (overig),2016,Halderberge,Noord-Brabant,5.0,1.0,4.918839153959666e-05,Laag
6729,4 Misdrijven WvSr (overig),2017,Halderberge,Noord-Brabant,10.0,1.0,9.837678307919332e-05,Laag
6730,5 Verkeersmisdrijven,2013,Halderberge,Noord-Brabant,190.0,14.0,0.001869158878504673,Midden
6731,5 Verkeersmisdrijven,2014,Halderberge,Noord-Brabant,225.0,16.0,0.0022134776192818495,Midden
6732,5 Verkeersmisdrijven,2015,Halderberge,Noord-Brabant,220.0,19.0,0.002164289227742253,Midden
6733,5 Verkeersmisdrijven,2016,Halderberge,Noord-Brabant,225.0,20.0,0.0022134776192818495,Midden
6734,5 Verkeersmisdrijven,2017,Halderberge,Noord-Brabant,140.0,16.0,0.0013772749631087064,Midden
6735,6 Drugsmisdrijven,2013,Halderberge,Noord-Brabant,15.0,1.0,0.00014756517461878997,Midden
6736,6 Drugsmisdrijven,2014,Halderberge,Noord-Brabant,30.0,2.0,0.00029513034923757994,Midden
6737,6 Drugsmisdrijven,2015,Halderberge,Noord-Brabant,25.0,2.0,0.00024594195769798326,Midden
6738,6 Drugsmisdrijven,2016,Halderberge,Noord-Brabant,20.0,2.0,0.00019675356615838664,Midden
6739,6 Drugsmisdrijven,2017,Halderberge,Noord-Brabant,10.0,1.0,9.837678307919332e-05,Laag
6740,7 (Vuur)wapenmisdrijven,2013,Halderberge,Noord-Brabant,10.0,1.0,9.837678307919332e-05,Laag
6741,7 (Vuur)wapenmisdrijven,2014,Halderberge,Noord-Brabant,5.0,0.0,4.918839153959666e-05,Laag
6742,7 (Vuur)wapenmisdrijven,2015,Halderberge,Noord-Brabant,0.0,0.0,0.0,Laag
6743,7 (Vuur)wapenmisdrijven,2016,Halderberge,Noord-Brabant,0.0,0.0,0.0,Laag
6744,7 (Vuur)wapenmisdrijven,2017,Halderberge,Noord-Brabant,5.0,1.0,4.918839153959666e-05,Laag
6745,9 Misdrijven overige wetten,2013,Halderberge,Noord-Brabant,5.0,0.0,4.918839153959666e-05,Laag
6746,9 Misdrijven overige wetten,2014,Halderberge,Noord-Brabant,5.0,0.0,4.918839153959666e-05,Laag
6747,9 Misdrijven overige wetten,2015,Halderberge,Noord-Brabant,10.0,1.0,9.837678307919332e-05,Laag
6748,9 Misdrijven overige wetten,2016,Halderberge,Noord-Brabant,10.0,1.0,9.837678307919332e-05,Laag
6749,9 Misdrijven overige wetten,2017,Halderberge,Noord-Brabant,5.0,0.0,4.918839153959666e-05,Laag
6750,"Misdrijven, totaal",2013,Hardenberg,Overijssel,2260.0,100.0,0.022233152975897688,Hoog
6751,"Misdrijven, totaal",2014,Hardenberg,Overijssel,2070.0,100.0,0.020363994097393017,Hoog
6752,"Misdrijven, totaal",2015,Hardenberg,Overijssel,1895.0,100.0,0.018642400393507133,Hoog
6753,"Misdrijven, totaal",2016,Hardenberg,Overijssel,1680.0,100.0,0.016527299557304476,Hoog
6754,"Misdrijven, totaal",2017,Hardenberg,Overijssel,1595.0,100.0,0.015691096901131334,Hoog
6755,1 Vermogensmisdrijven,2013,Hardenberg,Overijssel,1285.0,57.0,0.012641416625676341,Hoog
6756,1 Vermogensmisdrijven,2014,Hardenberg,Overijssel,1230.0,59.0,0.012100344318740778,Hoog
6757,1 Vermogensmisdrijven,2015,Hardenberg,Overijssel,1120.0,59.0,0.011018199704869652,Hoog
6758,1 Vermogensmisdrijven,2016,Hardenberg,Overijssel,1010.0,60.0,0.009936055090998526,Hoog
6759,1 Vermogensmisdrijven,2017,Hardenberg,Overijssel,890.0,56.0,0.008755533694048205,Hoog
6760,"2 Vernielingen, misdr.openb.orde/gezag",2013,Hardenberg,Overijssel,475.0,21.0,0.004672897196261683,Hoog
6761,"2 Vernielingen, misdr.openb.orde/gezag",2014,Hardenberg,Overijssel,380.0,18.0,0.003738317757009346,Hoog
6762,"2 Vernielingen, misdr.openb.orde/gezag",2015,Hardenberg,Overijssel,300.0,16.0,0.0029513034923757996,Midden
6763,"2 Vernielingen, misdr.openb.orde/gezag",2016,Hardenberg,Overijssel,270.0,16.0,0.0026561731431382195,Midden
6764,"2 Vernielingen, misdr.openb.orde/gezag",2017,Hardenberg,Overijssel,260.0,16.0,0.002557796360059026,Midden
6765,3 Gewelds- en seksuele misdrijven,2013,Hardenberg,Overijssel,245.0,11.0,0.002410231185440236,Midden
6766,3 Gewelds- en seksuele misdrijven,2014,Hardenberg,Overijssel,215.0,10.0,0.002115100836202656,Midden
6767,3 Gewelds- en seksuele misdrijven,2015,Hardenberg,Overijssel,215.0,11.0,0.002115100836202656,Midden
6768,3 Gewelds- en seksuele misdrijven,2016,Hardenberg,Overijssel,160.0,10.0,0.0015740285292670931,Midden
6769,3 Gewelds- en seksuele misdrijven,2017,Hardenberg,Overijssel,195.0,12.0,0.0019183472700442696,Midden
6770,4 Misdrijven WvSr (overig),2013,Hardenberg,Overijssel,15.0,1.0,0.00014756517461878997,Midden
6771,4 Misdrijven WvSr (overig),2014,Hardenberg,Overijssel,20.0,1.0,0.00019675356615838664,Midden
6772,4 Misdrijven WvSr (overig),2015,Hardenberg,Overijssel,20.0,1.0,0.00019675356615838664,Midden
6773,4 Misdrijven WvSr (overig),2016,Hardenberg,Overijssel,15.0,1.0,0.00014756517461878997,Midden
6774,4 Misdrijven WvSr (overig),2017,Hardenberg,Overijssel,25.0,2.0,0.00024594195769798326,Midden
6775,5 Verkeersmisdrijven,2013,Hardenberg,Overijssel,200.0,9.0,0.001967535661583866,Midden
6776,5 Verkeersmisdrijven,2014,Hardenberg,Overijssel,190.0,9.0,0.001869158878504673,Midden
6777,5 Verkeersmisdrijven,2015,Hardenberg,Overijssel,200.0,10.0,0.001967535661583866,Midden
6778,5 Verkeersmisdrijven,2016,Hardenberg,Overijssel,175.0,11.0,0.001721593703885883,Midden
6779,5 Verkeersmisdrijven,2017,Hardenberg,Overijssel,180.0,11.0,0.0017707820954254796,Midden
6780,6 Drugsmisdrijven,2013,Hardenberg,Overijssel,30.0,1.0,0.00029513034923757994,Midden
6781,6 Drugsmisdrijven,2014,Hardenberg,Overijssel,20.0,1.0,0.00019675356615838664,Midden
6782,6 Drugsmisdrijven,2015,Hardenberg,Overijssel,20.0,1.0,0.00019675356615838664,Midden
6783,6 Drugsmisdrijven,2016,Hardenberg,Overijssel,20.0,1.0,0.00019675356615838664,Midden
6784,6 Drugsmisdrijven,2017,Hardenberg,Overijssel,20.0,1.0,0.00019675356615838664,Midden
6785,7 (Vuur)wapenmisdrijven,2013,Hardenberg,Overijssel,15.0,1.0,0.00014756517461878997,Midden
6786,7 (Vuur)wapenmisdrijven,2014,Hardenberg,Overijssel,10.0,1.0,9.837678307919332e-05,Laag
6787,7 (Vuur)wapenmisdrijven,2015,Hardenberg,Overijssel,15.0,1.0,0.00014756517461878997,Midden
6788,7 (Vuur)wapenmisdrijven,2016,Hardenberg,Overijssel,20.0,1.0,0.00019675356615838664,Midden
6789,7 (Vuur)wapenmisdrijven,2017,Hardenberg,Overijssel,10.0,1.0,9.837678307919332e-05,Laag
6790,9 Misdrijven overige wetten,2013,Hardenberg,Overijssel,5.0,0.0,4.918839153959666e-05,Laag
6791,9 Misdrijven overige wetten,2014,Hardenberg,Overijssel,5.0,0.0,4.918839153959666e-05,Laag
6792,9 Misdrijven overige wetten,2015,Hardenberg,Overijssel,5.0,0.0,4.918839153959666e-05,Laag
6793,9 Misdrijven overige wetten,2016,Hardenberg,Overijssel,10.0,1.0,9.837678307919332e-05,Laag
6794,9 Misdrijven overige wetten,2017,Hardenberg,Overijssel,10.0,1.0,9.837678307919332e-05,Laag
6795,"Misdrijven, totaal",2013,Harderwijk,Gelderland,2555.0,100.0,0.025135268076733892,Hoog
6796,"Misdrijven, totaal",2014,Harderwijk,Gelderland,2225.0,100.0,0.021888834235120513,Hoog
6797,"Misdrijven, totaal",2015,Harderwijk,Gelderland,2180.0,100.0,0.02144613871126414,Hoog
6798,"Misdrijven, totaal",2016,Harderwijk,Gelderland,1985.0,100.0,0.019527791441219872,Hoog
6799,"Misdrijven, totaal",2017,Harderwijk,Gelderland,1645.0,100.0,0.0161829808165273,Hoog
6800,1 Vermogensmisdrijven,2013,Harderwijk,Gelderland,1500.0,59.0,0.014756517461878997,Hoog
6801,1 Vermogensmisdrijven,2014,Harderwijk,Gelderland,1315.0,59.0,0.01293654697491392,Hoog
6802,1 Vermogensmisdrijven,2015,Harderwijk,Gelderland,1295.0,59.0,0.012739793408755534,Hoog
6803,1 Vermogensmisdrijven,2016,Harderwijk,Gelderland,1185.0,60.0,0.011657648794884408,Hoog
6804,1 Vermogensmisdrijven,2017,Harderwijk,Gelderland,960.0,58.0,0.009444171175602558,Hoog
6805,"2 Vernielingen, misdr.openb.orde/gezag",2013,Harderwijk,Gelderland,330.0,13.0,0.003246433841613379,Hoog
6806,"2 Vernielingen, misdr.openb.orde/gezag",2014,Harderwijk,Gelderland,275.0,12.0,0.0027053615346778162,Midden
6807,"2 Vernielingen, misdr.openb.orde/gezag",2015,Harderwijk,Gelderland,215.0,10.0,0.002115100836202656,Midden
6808,"2 Vernielingen, misdr.openb.orde/gezag",2016,Harderwijk,Gelderland,215.0,11.0,0.002115100836202656,Midden
6809,"2 Vernielingen, misdr.openb.orde/gezag",2017,Harderwijk,Gelderland,170.0,10.0,0.0016724053123462863,Midden
6810,3 Gewelds- en seksuele misdrijven,2013,Harderwijk,Gelderland,255.0,10.0,0.0025086079685194295,Midden
6811,3 Gewelds- en seksuele misdrijven,2014,Harderwijk,Gelderland,220.0,10.0,0.002164289227742253,Midden
6812,3 Gewelds- en seksuele misdrijven,2015,Harderwijk,Gelderland,220.0,10.0,0.002164289227742253,Midden
6813,3 Gewelds- en seksuele misdrijven,2016,Harderwijk,Gelderland,200.0,10.0,0.001967535661583866,Midden
6814,3 Gewelds- en seksuele misdrijven,2017,Harderwijk,Gelderland,200.0,12.0,0.001967535661583866,Midden
6815,4 Misdrijven WvSr (overig),2013,Harderwijk,Gelderland,25.0,1.0,0.00024594195769798326,Midden
6816,4 Misdrijven WvSr (overig),2014,Harderwijk,Gelderland,25.0,1.0,0.00024594195769798326,Midden
6817,4 Misdrijven WvSr (overig),2015,Harderwijk,Gelderland,45.0,2.0,0.0004426955238563699,Midden
6818,4 Misdrijven WvSr (overig),2016,Harderwijk,Gelderland,35.0,2.0,0.0003443187407771766,Midden
6819,4 Misdrijven WvSr (overig),2017,Harderwijk,Gelderland,25.0,1.0,0.00024594195769798326,Midden
6820,5 Verkeersmisdrijven,2013,Harderwijk,Gelderland,380.0,15.0,0.003738317757009346,Hoog
6821,5 Verkeersmisdrijven,2014,Harderwijk,Gelderland,340.0,15.0,0.0033448106246925726,Hoog
6822,5 Verkeersmisdrijven,2015,Harderwijk,Gelderland,340.0,16.0,0.0033448106246925726,Hoog
6823,5 Verkeersmisdrijven,2016,Harderwijk,Gelderland,295.0,15.0,0.002902115100836203,Midden
6824,5 Verkeersmisdrijven,2017,Harderwijk,Gelderland,240.0,15.0,0.0023610427939006395,Midden
6825,6 Drugsmisdrijven,2013,Harderwijk,Gelderland,40.0,2.0,0.0003935071323167733,Midden
6826,6 Drugsmisdrijven,2014,Harderwijk,Gelderland,25.0,1.0,0.00024594195769798326,Midden
6827,6 Drugsmisdrijven,2015,Harderwijk,Gelderland,40.0,2.0,0.0003935071323167733,Midden
6828,6 Drugsmisdrijven,2016,Harderwijk,Gelderland,45.0,2.0,0.0004426955238563699,Midden
6829,6 Drugsmisdrijven,2017,Harderwijk,Gelderland,30.0,2.0,0.00029513034923757994,Midden
6830,7 (Vuur)wapenmisdrijven,2013,Harderwijk,Gelderland,20.0,1.0,0.00019675356615838664,Midden
6831,7 (Vuur)wapenmisdrijven,2014,Harderwijk,Gelderland,15.0,1.0,0.00014756517461878997,Midden
6832,7 (Vuur)wapenmisdrijven,2015,Harderwijk,Gelderland,15.0,1.0,0.00014756517461878997,Midden
6833,7 (Vuur)wapenmisdrijven,2016,Harderwijk,Gelderland,10.0,1.0,9.837678307919332e-05,Laag
6834,7 (Vuur)wapenmisdrijven,2017,Harderwijk,Gelderland,15.0,1.0,0.00014756517461878997,Midden
6835,9 Misdrijven overige wetten,2013,Harderwijk,Gelderland,5.0,0.0,4.918839153959666e-05,Laag
6836,9 Misdrijven overige wetten,2014,Harderwijk,Gelderland,5.0,0.0,4.918839153959666e-05,Laag
6837,9 Misdrijven overige wetten,2015,Harderwijk,Gelderland,10.0,0.0,9.837678307919332e-05,Laag
6838,9 Misdrijven overige wetten,2016,Harderwijk,Gelderland,5.0,0.0,4.918839153959666e-05,Laag
6839,9 Misdrijven overige wetten,2017,Harderwijk,Gelderland,5.0,0.0,4.918839153959666e-05,Laag
6840,"Misdrijven, totaal",2013,Hardinxveld-Giessendam,Zuid-Holland,560.0,100.0,0.005509099852434826,Hoog
6841,"Misdrijven, totaal",2014,Hardinxveld-Giessendam,Zuid-Holland,455.0,100.0,0.004476143630103296,Hoog
6842,"Misdrijven, totaal",2015,Hardinxveld-Giessendam,Zuid-Holland,460.0,100.0,0.004525332021642892,Hoog
6843,"Misdrijven, totaal",2016,Hardinxveld-Giessendam,Zuid-Holland,455.0,100.0,0.004476143630103296,Hoog
6844,"Misdrijven, totaal",2017,Hardinxveld-Giessendam,Zuid-Holland,430.0,100.0,0.004230201672405312,Hoog
6845,1 Vermogensmisdrijven,2013,Hardinxveld-Giessendam,Zuid-Holland,300.0,53.0,0.0029513034923757996,Midden
6846,1 Vermogensmisdrijven,2014,Hardinxveld-Giessendam,Zuid-Holland,230.0,51.0,0.002262666010821446,Midden
6847,1 Vermogensmisdrijven,2015,Hardinxveld-Giessendam,Zuid-Holland,275.0,60.0,0.0027053615346778162,Midden
6848,1 Vermogensmisdrijven,2016,Hardinxveld-Giessendam,Zuid-Holland,240.0,53.0,0.0023610427939006395,Midden
6849,1 Vermogensmisdrijven,2017,Hardinxveld-Giessendam,Zuid-Holland,225.0,52.0,0.0022134776192818495,Midden
6850,"2 Vernielingen, misdr.openb.orde/gezag",2013,Hardinxveld-Giessendam,Zuid-Holland,90.0,16.0,0.0008853910477127398,Midden
6851,"2 Vernielingen, misdr.openb.orde/gezag",2014,Hardinxveld-Giessendam,Zuid-Holland,80.0,17.0,0.0007870142646335466,Midden
6852,"2 Vernielingen, misdr.openb.orde/gezag",2015,Hardinxveld-Giessendam,Zuid-Holland,55.0,12.0,0.0005410723069355632,Midden
6853,"2 Vernielingen, misdr.openb.orde/gezag",2016,Hardinxveld-Giessendam,Zuid-Holland,60.0,13.0,0.0005902606984751599,Midden
6854,"2 Vernielingen, misdr.openb.orde/gezag",2017,Hardinxveld-Giessendam,Zuid-Holland,60.0,14.0,0.0005902606984751599,Midden
6855,3 Gewelds- en seksuele misdrijven,2013,Hardinxveld-Giessendam,Zuid-Holland,40.0,7.0,0.0003935071323167733,Midden
6856,3 Gewelds- en seksuele misdrijven,2014,Hardinxveld-Giessendam,Zuid-Holland,40.0,9.0,0.0003935071323167733,Midden
6857,3 Gewelds- en seksuele misdrijven,2015,Hardinxveld-Giessendam,Zuid-Holland,50.0,10.0,0.0004918839153959665,Midden
6858,3 Gewelds- en seksuele misdrijven,2016,Hardinxveld-Giessendam,Zuid-Holland,25.0,6.0,0.00024594195769798326,Midden
6859,3 Gewelds- en seksuele misdrijven,2017,Hardinxveld-Giessendam,Zuid-Holland,40.0,9.0,0.0003935071323167733,Midden
6860,4 Misdrijven WvSr (overig),2013,Hardinxveld-Giessendam,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
6861,4 Misdrijven WvSr (overig),2014,Hardinxveld-Giessendam,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
6862,4 Misdrijven WvSr (overig),2015,Hardinxveld-Giessendam,Zuid-Holland,0.0,0.0,0.0,Laag
6863,4 Misdrijven WvSr (overig),2016,Hardinxveld-Giessendam,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
6864,4 Misdrijven WvSr (overig),2017,Hardinxveld-Giessendam,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
6865,5 Verkeersmisdrijven,2013,Hardinxveld-Giessendam,Zuid-Holland,115.0,20.0,0.001131333005410723,Midden
6866,5 Verkeersmisdrijven,2014,Hardinxveld-Giessendam,Zuid-Holland,80.0,18.0,0.0007870142646335466,Midden
6867,5 Verkeersmisdrijven,2015,Hardinxveld-Giessendam,Zuid-Holland,70.0,15.0,0.0006886374815543532,Midden
6868,5 Verkeersmisdrijven,2016,Hardinxveld-Giessendam,Zuid-Holland,100.0,22.0,0.000983767830791933,Midden
6869,5 Verkeersmisdrijven,2017,Hardinxveld-Giessendam,Zuid-Holland,80.0,19.0,0.0007870142646335466,Midden
6870,6 Drugsmisdrijven,2013,Hardinxveld-Giessendam,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
6871,6 Drugsmisdrijven,2014,Hardinxveld-Giessendam,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
6872,6 Drugsmisdrijven,2015,Hardinxveld-Giessendam,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
6873,6 Drugsmisdrijven,2016,Hardinxveld-Giessendam,Zuid-Holland,10.0,3.0,9.837678307919332e-05,Laag
6874,6 Drugsmisdrijven,2017,Hardinxveld-Giessendam,Zuid-Holland,10.0,3.0,9.837678307919332e-05,Laag
6875,7 (Vuur)wapenmisdrijven,2013,Hardinxveld-Giessendam,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
6876,7 (Vuur)wapenmisdrijven,2014,Hardinxveld-Giessendam,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
6877,7 (Vuur)wapenmisdrijven,2015,Hardinxveld-Giessendam,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
6878,7 (Vuur)wapenmisdrijven,2016,Hardinxveld-Giessendam,Zuid-Holland,10.0,2.0,9.837678307919332e-05,Laag
6879,7 (Vuur)wapenmisdrijven,2017,Hardinxveld-Giessendam,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
6880,9 Misdrijven overige wetten,2013,Hardinxveld-Giessendam,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
6881,9 Misdrijven overige wetten,2014,Hardinxveld-Giessendam,Zuid-Holland,10.0,2.0,9.837678307919332e-05,Laag
6882,9 Misdrijven overige wetten,2015,Hardinxveld-Giessendam,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
6883,9 Misdrijven overige wetten,2016,Hardinxveld-Giessendam,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
6884,9 Misdrijven overige wetten,2017,Hardinxveld-Giessendam,Zuid-Holland,5.0,1.0,4.918839153959666e-05,Laag
6885,"Misdrijven, totaal",2013,Haren,Groningen,805.0,100.0,0.007919331037875062,Hoog
6886,"Misdrijven, totaal",2014,Haren,Groningen,710.0,100.0,0.006984751598622725,Hoog
6887,"Misdrijven, totaal",2015,Haren,Groningen,745.0,100.0,0.007329070339399902,Hoog
6888,"Misdrijven, totaal",2016,Haren,Groningen,695.0,100.0,0.0068371864240039356,Hoog
6889,"Misdrijven, totaal",2017,Haren,Groningen,575.0,100.0,0.005656665027053615,Hoog
6890,1 Vermogensmisdrijven,2013,Haren,Groningen,555.0,69.0,0.005459911460895229,Hoog
6891,1 Vermogensmisdrijven,2014,Haren,Groningen,440.0,62.0,0.004328578455484506,Hoog
6892,1 Vermogensmisdrijven,2015,Haren,Groningen,485.0,65.0,0.004771273979340876,Hoog
6893,1 Vermogensmisdrijven,2016,Haren,Groningen,475.0,68.0,0.004672897196261683,Hoog
6894,1 Vermogensmisdrijven,2017,Haren,Groningen,325.0,56.0,0.0031972454500737825,Midden
6895,"2 Vernielingen, misdr.openb.orde/gezag",2013,Haren,Groningen,90.0,11.0,0.0008853910477127398,Midden
6896,"2 Vernielingen, misdr.openb.orde/gezag",2014,Haren,Groningen,115.0,16.0,0.001131333005410723,Midden
6897,"2 Vernielingen, misdr.openb.orde/gezag",2015,Haren,Groningen,130.0,17.0,0.001278898180029513,Midden
6898,"2 Vernielingen, misdr.openb.orde/gezag",2016,Haren,Groningen,85.0,12.0,0.0008362026561731431,Midden
6899,"2 Vernielingen, misdr.openb.orde/gezag",2017,Haren,Groningen,90.0,16.0,0.0008853910477127398,Midden
6900,3 Gewelds- en seksuele misdrijven,2013,Haren,Groningen,70.0,9.0,0.0006886374815543532,Midden
6901,3 Gewelds- en seksuele misdrijven,2014,Haren,Groningen,65.0,9.0,0.0006394490900147565,Midden
6902,3 Gewelds- en seksuele misdrijven,2015,Haren,Groningen,55.0,7.0,0.0005410723069355632,Midden
6903,3 Gewelds- en seksuele misdrijven,2016,Haren,Groningen,50.0,7.0,0.0004918839153959665,Midden
6904,3 Gewelds- en seksuele misdrijven,2017,Haren,Groningen,80.0,14.0,0.0007870142646335466,Midden
6905,4 Misdrijven WvSr (overig),2013,Haren,Groningen,5.0,1.0,4.918839153959666e-05,Laag
